"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"TFAP2A"	"TICRR"	"E2F7"	"KRT6A"	0.445907261707911	"BBOX1.AS1"	"PSAT1"	"CLDN18"	"SUSD2"	"CNTNAP2"	"RLIMP1"	"SFTA1P"	"AC096741.1"	"RHOV"	"HOXC8"	"AC016831.4"	"NDNF"	"MAP1LC3C"	"ATP11A.AS1"	"SLC25A5P5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GGTLC1"
"AC110760.2"	"MRC1"	"HOXC13"	"WNK2"	0.432759090909091	"GCNT3"	"KRT16"	"PITX1"	"CNTNAP2"	"TFAP2A"	"LINC02163"	"NECTIN1"	"STARD13.AS"	"B4GALNT4"	"AC116049.2"	"LIN28B"	"SLC46A2"	"OTX1"	"MAB21L2"	"AL136164.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TMPRSS11E"
"CDC45"	"KRT6A"	"SIX2"	"KRT4"	0.406348507800576	"TTK"	"ECE2"	"ADGRF5"	"GABRA3"	"CDC45"	"FAM83D"	"NXPH4"	"B4GALNT4"	"LINC01980"	"SLC44A5"	"SHOX2"	"AL160274.1"	"ADGRF5.AS1"	"WNK2"	"AC090181.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CALML3.AS1"
"FOLR1"	"BBOX1.AS1"	"KRT4"	"SIX2"	0.370654043626864	"B4GALNT4"	"KIAA0408"	"GAL"	"PGC"	"HOXC11"	"RHOV"	"AC015914.1"	"MAGEA3"	"AP005230.1"	"TMEM171"	"NCCRP1"	"NCCRP1"	"AP001972.5"	"GJB3"	"PGLYRP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PITX1"
"ADCY8"	"PITX1"	"KRT6A"	"PGC"	0.341480777450921	"AL049555.1"	"PITX1"	"PPP2R2C"	"APOBEC3B"	"SUSD2"	"SHE"	"AC012085.2"	"FOXM1"	"LRRN4"	"SLC2A1"	"AC092969.1"	"STARD13.AS"	"KCNA3"	"HOXC13"	"ABCA3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SBSN"
"CYP4B1"	"AC116407.1"	"PGLYRP4"	"HOXC13"	0.328436336164334	"SLC2A1"	"NDNF"	"LRP2"	"HMGA2"	"PGC"	"ADGRD1"	"NPSR1"	"CKMT1B"	"SHOX2"	"RHOV"	"PBK"	"NPSR1"	"AC037441.1"	"FAM83B"	"ADGRF5.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IVL"
"KHDRBS2"	"PSAT1"	"AKR1B15"	"PGLYRP4"	0.307411131076389	"FAM83B"	"SELENBP1"	"NKAIN1"	"SFN"	"GABRA3"	"AC084871.2"	"AC007496.3"	"AC007128.1"	"AP001972.5"	"AC087286.2"	"ALDH3B2"	"KLK6"	"GAL"	"GJB6"	"CNTNAP2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PRAME"
"GNGT1"	"FAM83B"	"C8B"	"C8B"	0.281862745098039	"NECTIN1"	"ADGRF5"	"TMPRSS11E"	"DUSP9"	"SFN"	"ATOH8"	"HTR3A"	"SFTPC"	"TMEM158"	"PBK"	"CYP4B1"	"PLAAT1"	"HOXC13.AS"	"CDC45"	"AC092969.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LGI3"
"GNG4"	"DUSP9"	"GABRA3"	"SFN"	0.277562205061465	"ALG1L"	"S1PR5"	"CDC45"	"FOLR1"	"GNGT1"	"ZNF415P1"	"ZNF415P1"	"GAP43"	"AL031058.1"	"ADAMTSL4.AS1"	"GAL"	"B4GALNT1"	"ATP13A4.AS1"	"AC003991.1"	"GPR87"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCNMB2.AS1"
"GDNF"	"E2F7"	"SFN"	"GABRA3"	0.265109429598795	"CKMT1A"	"FAM83D"	"PGC"	"AKR1B10"	"KRT4"	"HOXB13"	"IGHJ3"	"SCARNA10"	"IGF2BP1"	"HOXC13.AS"	"CKMT1A"	"MMP3"	"SCN7A"	"B4GALNT1"	"AC079316.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PGLYRP4"
"CTSV"	"ADCY8"	"SUSD2"	"SUSD2"	0.231209024371668	"PDK4"	"ADH1B"	"SUSD2"	"GJB6"	"LRP2"	"UCHL1"	"ADH1B"	"MAGEA6"	"FAXDC2"	"PBOV1"	"MAGI1.AS1"	"SERPINB4"	"HOXC8"	"MMP10"	"LINC00261"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GAL"
"SFTPA2"	"CALML3.AS1"	"ADCY8"	"AKR1B15"	0.223553017392811	"AP001972.5"	"FAM83B"	"FAM83D"	"CTSV"	"SIX2"	"AL390334.1"	"CELF2.AS1"	"ADGRF5"	"SFTA1P"	"UHRF2P1"	"CTSV"	"AQP4"	"HTR3A"	"LINC02863"	"LRRN4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LRRN4"
"DUSP9"	"KIAA0408"	"PGC"	"AKR1B10"	0.212121212121212	"TICRR"	"SCN7A"	"RHOV"	"SIX2"	"PGLYRP4"	"SPC25"	"GAP43"	"UCHL1"	"MIR924HG"	"GNG4"	"DLX6"	"POU5F2"	"DUSP9"	"ADGRD1"	"ROS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AP005230.1"
"SFTPA1"	"KRT16"	"TNS4"	"MMP10"	0.212589723464163	"AC027288.1"	"AQP4"	"RP1"	"COL4A3"	"TNS4"	"TWIST1"	"WNK2"	"KCNMB2.AS1"	"TMEM108.AS1"	"NR0B2"	"LY6K"	"ADGRD1"	"MRC1"	"ALDH3B2"	"UCHL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KRT4"
"PGLYRP3"	"CLDN18"	"MMP3"	"COL17A1"	0.208333333333333	"AC007128.1"	"SFTPC"	"CNFN"	"CYP4B1"	"C8B"	"ADAMTS9.AS2"	"MAP1LC3C"	"TICRR"	"LHX2"	"AC007362.1"	"PGC"	"ADH1B"	"MAGI1.AS1"	"PGLYRP3"	"ADCY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UCN2"
"HOXB13"	"NTRK2"	"TFAP2A"	"ADCY8"	0.2041	"PSAT1"	"SKA1"	"STEAP1B"	"SLC2A1"	"ADCY8"	"CNTNAP2"	"VSIG2"	"BMP2KL"	"AC073862.5"	"SHOX2"	"LY6D"	"PGC"	"HOXC11"	"AC092139.3"	"WNK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NECTIN1"
"AKR1B15"	"STARD13.AS"	"HTR3A"	"TNS4"	0.183836106368965	"ADGRD1"	"KRT6A"	"POU6F2"	"S1PR5"	"AKR1B15"	"AQP4"	"OTX1"	"TMEM14EP"	"GABRA3"	"ZBTB16"	"LINC00355"	"SFN"	"OGDHL"	"TWIST1"	"PGC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IL36G"
"IVL"	"B4GALNT4"	"MMP10"	"TFAP2A"	0.180142242307221	"SERPINB5"	"GJB2"	"LHX2"	"COL17A1"	"COL17A1"	"SUSD2"	"DLX6"	"SCARNA7"	"MAGI1.AS1"	"FAR2P1"	"AC010329.1"	"SLC6A11"	"AC010329.1"	"ZBTB16"	"TWIST1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPRR3"
"SFTPD"	"GJB2"	"COL17A1"	"CDC45"	0.176715300908093	"KRT16"	"NXPH4"	"ZBTB16"	"MMP10"	"CYP4B1"	"GAP43"	"MAGI1.AS1"	"AC107308.1"	"RAD17P1"	"ADH1B"	"INA"	"CALML3.AS1"	"CELF2.AS1"	"SYT14"	"LINC02163"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PSAT1"
"CHRNB4"	"ECE2"	"AKR1B10"	"MMP3"	0.164091448026697	"CKMT1B"	"OTX1"	"FOLR1"	"SERPINB5"	"MMP10"	"CASC9"	"MRC1"	"SLC44A5"	"AC087286.1"	"GPX2"	"ADCY8"	"SCARNA10"	"SYT14"	"PBK"	"HOXC8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FOLR1"
