"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"TFAP2A"	"FAM83B"	"SIX2"	"KRT4"	0.44895843554169	"FRMD5"	"CDC45"	"PITX1"	"SUSD2"	"CNTNAP2"	"PITX1"	"LRRN4"	"VTCN1"	"LINC02163"	"SCN7A"	"KCNMB2.AS1"	"CNTNAP2"	"SPINK1"	"MMP3"	"RIMS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GCNT3"
"AC110760.2"	"NDNF"	"KRT4"	"SIX2"	0.4263	"CPB2"	"AP001972.5"	"ADGRF5"	"GNGT1"	"TESMIN"	"CNTNAP2"	"LRP2"	"MBL1P"	"AC010595.1"	"RLIMP1"	"SCARNA6"	"APOBEC3B"	"FAM83D"	"BMP2KL"	"HOXC8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC2A1"
"CDC45"	"FRMD5"	"KRT6A"	"HOXC13"	0.410813876018165	"GCNT3"	"PSAT1"	"GAL"	"HOXC13"	"RAD51"	"NCCRP1"	"SCARNA7"	"GJB2"	"AC104964.3"	"IGHJ2"	"PDK4"	"TNS4"	"TMPRSS11E"	"MBL1P"	"ADH1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RPL39L"
"FOLR1"	"PSAT1"	"TESMIN"	"HTR2C"	0.371477295059628	"SERPINB5"	"NDNF"	"PPP2R2C"	"WNK2"	"SUSD2"	"LINC01748"	"NTRK2"	"SPINK1"	"AL390334.1"	"CHRNB4"	"RHOV"	"AC007496.3"	"ATP11A.AS1"	"HOXC13"	"BBOX1.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FRMD5"
"CYP4B1"	"KIAA0408"	"HTR2C"	"TESMIN"	0.328436336164334	"ALG1L"	"SELENBP1"	"CPB2"	"GABRA3"	"CDC45"	"SCGB3A2"	"AC026362.2"	"SKA1"	"CARMN"	"MIR29B2CHG"	"CKMT1B"	"ADGRF5.AS1"	"DLX6"	"FAR2P1"	"UHRF2P1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FOXM1"
"KHDRBS2"	"GNGT1"	"PGLYRP4"	"PGC"	0.307411131076389	"PGLYRP3"	"KRT16"	"LRP2"	"PGC"	"PGC"	"CPB2"	"SLC6A11"	"CARMN"	"S100A2"	"HOXB13"	"AC006206.2"	"MAGEA6"	"UCN2"	"C12orf56"	"SELENBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KRT6A"
"GNGT1"	"PITX1"	"AKR1B15"	"PGLYRP4"	0.281862745098039	"PGLYRP4"	"ECE2"	"NKAIN1"	"HMGA2"	"LRP2"	"SFTPD"	"E2F7"	"RMST"	"AC073862.5"	"MAGEA6"	"AP001972.5"	"CYP2B7P"	"SFTPA1"	"AC003991.1"	"AC091544.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL033397.1"
"GNG4"	"SPINK1"	"GABRA3"	"SFN"	0.277562205061465	"TFAP2A"	"FAM83D"	"TMPRSS11E"	"SFN"	"SFN"	"IGHJ2"	"HTR3A"	"SPTSSB"	"ANKRD44.IT1"	"ADGRD1"	"HOXC13"	"PAEP"	"ARNTL2"	"AC007496.3"	"CNFN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PLA2G1B"
"CTSV"	"KRT16"	"SFN"	"SUSD2"	0.227152725698481	"KRT6A"	"SCN7A"	"CDC45"	"CTSV"	"GABRA3"	"AC010329.1"	"LY6K"	"AC105389.2"	"AC007128.1"	"CYP4Z2P"	"CHODL"	"GNG4"	"IVL"	"KREMEN2"	"AC110760.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"B3GNT3"
"SFTPA2"	"GPRC5A"	"RAD51"	"GABRA3"	0.223139030323565	"ADGRD1"	"ADGRF5"	"PGC"	"FOLR1"	"GNGT1"	"AC012085.2"	"SPC25"	"HTR3A"	"SFTA1P"	"AC087286.1"	"MUC21"	"ROS1"	"NECTIN1"	"GNG4"	"PLA2G1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"B4GALNT4"
"DUSP9"	"E2F7"	"SUSD2"	"AKR1B15"	0.214285714285714	"AL049555.1"	"RAD51"	"SUSD2"	"SYNE1"	"HTR2C"	"SRRM3"	"SCARNA6"	"CA1"	"CYCSP6"	"SHOX2"	"ABCA3"	"SNHG22"	"CYP4Z2P"	"ANXA8"	"CELF2.AS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AKR1B10"
"PGLYRP3"	"NTRK2"	"PGC"	"AKR1B10"	0.212121212121212	"FADS6"	"KIAA0408"	"FAM83D"	"S1PR5"	"KRT4"	"PPP2R2C"	"HOXC10"	"LRRN4"	"AC087286.4"	"VSIG2"	"ATP13A4.AS1"	"SPC25"	"LINC00710"	"AL049555.1"	"FOXM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01748"
"SFTPA1"	"AQP4"	"TNS4"	"RAD51"	0.212589723464163	"SLC46A2"	"AL049555.1"	"RHOV"	"AKR1B10"	"PGLYRP4"	"ZBTB16"	"STARD13.AS"	"CYP4Z2P"	"LNCAROD"	"LINC01748"	"AC116049.2"	"ADAMTSL4.AS1"	"PDK4"	"PDK4"	"SLC2A1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PDK4"
"HOXB13"	"TMEM117"	"MMP3"	"COL17A1"	0.2041	"SCEL"	"OIP5"	"OIP5"	"GJB6"	"SIX2"	"SBSN"	"FSTL5"	"GAL"	"CHODL"	"COL4A3"	"CFLAR.AS1"	"SKA1"	"ECE2"	"IGF2BP1"	"SBSN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MAB21L2"
"AKR1B15"	"KREMEN2"	"TFAP2A"	"MMP10"	0.185566328546555	"TICRR"	"PITX1"	"RP1"	"DUSP9"	"TNS4"	"AL390334.1"	"AC022497.1"	"SPRR3"	"AC010329.1"	"ALG1L"	"UCN2"	"AC091544.2"	"C4BPA"	"AC110048.2"	"TMEM108.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SHE"
"IVL"	"B4GALNT4"	"HTR3A"	"TNS4"	0.180620073188673	"ABCA3"	"AQP4"	"CNFN"	"SIX2"	"MMP10"	"CA1"	"AC106799.2"	"TMEM171"	"SUSD2"	"ADH1B"	"TTLL6"	"AKR1B10"	"DUSP9"	"TICRR"	"LINC02163"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GPX2"
"SFTPD"	"KRT6A"	"MMP10"	"TFAP2A"	0.175802043539059	"PITX1"	"ADH1B"	"STEAP1B"	"CYP4B1"	"COL17A1"	"NTRK2"	"SKA1"	"AC124312.3"	"AL031058.1"	"SYNE1"	"HOXC8"	"AP005131.1"	"AC027288.1"	"ESYT3"	"MAMDC2.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC007128.1"
"CHRNB4"	"PDK4"	"COL17A1"	"CDC45"	0.164386682729876	"SFTPD"	"GNGT1"	"POU6F2"	"SLC2A1"	"FOLR1"	"MAGEA3"	"AC105389.2"	"AC007849.1"	"RPL39L"	"SLC6A11"	"LRP2"	"FADS6"	"AP005131.1"	"SCARNA9"	"FRMD5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SERPINB5"
"GJB6"	"GCNT3"	"AKR1B10"	"MMP3"	0.163058352230053	"AC090015.1"	"SFTPC"	"LHX2"	"TNS4"	"AKR1B10"	"RP1"	"ADGRD1"	"PIGR"	"LINC00710"	"AC096741.1"	"MMP10"	"NKAIN1"	"PGLYRP4"	"MUC21"	"GJB2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SCEL"
