"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"FOLR1"	"ANXA8"	"KRT4"	"SIX2"	0.370654043626864	"PSAT1"	"KRT16"	"PPP2R2C"	"PGC"	"CDC45"	"FRMD5"	"AP005131.1"	"KCNA3"	"NKAIN1"	"S1PR5"	"TFAP2A"	"MAP1LC3C"	"GABRA3"	"AQP4"	"PGLYRP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BBOX1.AS1"
"CYP4B1"	"ARHGEF2.AS1"	"KRT6A"	"HTR2C"	0.318382162608283	"B4GALNT4"	"SELENBP1"	"CPB2"	"GABRA3"	"PGC"	"LINC01559"	"GPX2"	"PLAAT1"	"TMEM158"	"SYNE1"	"PDK4"	"RPL39L"	"SERPINB5"	"DUSP9"	"AC007128.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC027288.1"
"KHDRBS2"	"BBOX1.AS1"	"TESMIN"	"TESMIN"	0.298199508333333	"GPRC5A"	"PITX1"	"LRP2"	"CNTNAP2"	"SUSD2"	"IL36G"	"RP1"	"SYNE1"	"KRT6A"	"MAGEA6"	"SUSD2"	"OGDHL"	"SUSD2"	"WNK2"	"HOXC10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL390334.1"
"GNGT1"	"TICRR"	"HTR2C"	"HOXC13"	0.286458333333333	"ALG1L"	"FAM83B"	"NKAIN1"	"SFN"	"HOXC11"	"NKX1.2"	"AC013652.1"	"HTR3A"	"ST7.AS2"	"CPB2"	"CFLAR.AS1"	"POU5F2"	"PRAME"	"KCNMB2.AS1"	"NR0B2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TICRR"
"GNG4"	"NTRK2"	"PGLYRP4"	"PGC"	0.273337687748723	"AP001972.5"	"S1PR5"	"TMPRSS11E"	"HOXC13"	"SFN"	"AC046158.3"	"MMP10"	"CELF2.AS1"	"KLK6"	"GNG4"	"AC007128.1"	"KRT6A"	"DIAPH1.AS1"	"HOXC11"	"UCN2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GRHL3"
"CTSV"	"TMEM117"	"AKR1B15"	"PGLYRP4"	0.222645727172718	"SLC46A2"	"SYNE1"	"PTHLH"	"CTSV"	"GABRA3"	"SPRR3"	"GRHL3"	"MAGI1.AS1"	"LINC02562"	"HTR2C"	"AC006206.2"	"PAEP"	"GJB3"	"TESMIN"	"AL117329.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC005537.2"
"SFTPA2"	"GCNT3"	"GABRA3"	"SFN"	0.222681465668083	"KHDRBS2"	"NDNF"	"NOS1"	"DUSP9"	"LRP2"	"SPTSSB"	"KRT16"	"PGLYRP3"	"LINC00710"	"CFLAR.AS1"	"SPINK1"	"S1PR5"	"AP005230.1"	"PIGR"	"PIGR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AP005230.1"
"DUSP9"	"FAM83B"	"GABRG3"	"GABRA3"	0.216666666666667	"SERPINB5"	"AQP4"	"CDC45"	"SYNE1"	"GNGT1"	"LINC01564"	"LINC02163"	"CALML3.AS1"	"AC010329.1"	"COL17A1"	"AC110760.2"	"ATP11A.AS1"	"AC002543.1"	"PTHLH"	"RAD17P1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HMGA2"
"PGLYRP3"	"NDNF"	"SFN"	"SUSD2"	0.214285714285714	"GCNT3"	"ADH1B"	"PGC"	"GJB6"	"HTR2C"	"UCHL1"	"ROS1"	"TNS4"	"CTSV"	"PLAAT1"	"AC027288.1"	"LHX2"	"IL36G"	"CYP2B7P"	"AP005230.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC006206.2"
"SFTPA1"	"CALML3.AS1"	"SUSD2"	"AKR1B15"	0.211851895270322	"NOS1"	"ADGRF5"	"SUSD2"	"AKR1B10"	"SIX2"	"LINC02163"	"IGF2BP3"	"PBOV1"	"SFTPD"	"AC010595.1"	"CARMN"	"SBSN"	"KRT6A"	"AC010997.6"	"PBOV1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GJB6"
"HOXB13"	"KRT16"	"PGC"	"GABRG3"	0.2041	"AL049555.1"	"FAM83D"	"FAM83D"	"FOLR1"	"KRT4"	"ANXA8"	"ADAMTSL4.AS1"	"NCCRP1"	"APOBEC3B"	"AP001972.5"	"SHOX2"	"CFAP65"	"AL031058.1"	"CYP4Z2P"	"AC079160.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MIR924HG"
"AKR1B15"	"SFTPC"	"TNS4"	"AKR1B10"	0.187440735905611	"SUSD2"	"SFTPC"	"RHOV"	"SIX2"	"PGLYRP4"	"DOCK4.AS1"	"STEAP1B"	"CENPW"	"GRHL3"	"B4GALNT1"	"RP1"	"HOXC6"	"SHOX2"	"NR0B2"	"NKX1.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GNGT1"
"IVL"	"B4GALNT4"	"MMP3"	"COL17A1"	0.181136130540641	"TTK"	"GJB2"	"OIP5"	"S1PR5"	"TNS4"	"DMBT1"	"OIP5"	"GNG4"	"GJB6"	"MMP12"	"CENPW"	"SPTSSB"	"AC106799.2"	"AC092969.1"	"SFTA1P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"C12orf56"
"SFTPD"	"CDC45"	"TFAP2A"	"MMP10"	0.174818535603176	"KRT4"	"SCN7A"	"RP1"	"CYP4B1"	"MMP10"	"APOBEC3B"	"POU5F2"	"AC096564.1"	"MAGEA3"	"LY6D"	"SELENBP1"	"NECTIN1"	"AL049555.1"	"SLC46A2"	"ZBTB16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SERPINB5"
"GJB6"	"DUSP9"	"HTR3A"	"TNS4"	0.165669897410914	"IGF2BP3"	"KIAA0408"	"CNFN"	"SLC2A1"	"CYP4B1"	"UCN2"	"AC096564.1"	"MAGEA6"	"MAP1LC3C"	"IL36G"	"AC092071.1"	"LINC01748"	"KHDRBS2"	"RP1"	"AC106799.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IL36RN"
"CHRNB4"	"KRT6A"	"MMP10"	"TFAP2A"	0.164386682729876	"SFTPA1"	"OIP5"	"STEAP1B"	"COL4A3"	"COL17A1"	"AC010595.1"	"MIR924HG"	"AC002543.1"	"NR0B2"	"CYP4Z2P"	"NECTIN1"	"CYP4B1"	"BMP2KL"	"SPTSSB"	"FRMD5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC02428"
"COL4A3"	"STARD13.AS"	"COL17A1"	"CDC45"	0.150947520736838	"SYNE1"	"KRT6A"	"POU6F2"	"MMP10"	"AKR1B10"	"GGTLC1"	"AP005230.1"	"KREMEN2"	"AP005230.1"	"CASC9"	"ADH1B"	"AC092969.1"	"VTCN1"	"CELF2.AS2"	"ROS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KRT14"
