"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"BUB1B"	"CD5L"	"AGER"	"AGER"	0.739556692242114	"FAM189A2"	"VEGFD"	"CD5L"	"C2orf91"	"SFTPA1"	"NEK2"	"AC095050.1"	"MS4A15"	"ADGRF4"	"INMT"	"FOXE1"	"MS4A8"	"MMP13"	"FAM216B"	"CD5L"	"AGER"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHRM1"	"ABCA12"	"TUBB3"	"SFTPA1"	0.707818930041152	"GPD1"	"TCF21"	"PPP2R2C"	"MMP11"	"PRX"	"PTPRH"	"NXPH4"	"C12orf56"	"FENDRR"	"FAM216B"	"NPSR1.AS1"	"HTR3C"	"CLDN18"	"BARX2"	"TMPRSS4"	"AL354714.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"S100A7"	"CAV1"	"MMP12"	"EDNRB"	0.701621748754593	"CAVIN2"	"PRX"	"PTPRH"	"SFTPC"	"MMP13"	"AC096531.2"	"CPB2"	"DUSP9"	"TUBB3"	"CENPA"	"PLA2G1B"	"MMP1"	"BUB1B"	"DUSP9"	"PBK"	"AC105206.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBB"	"CST1"	"HOXC13"	"S100A7"	0.702008412981665	"ITLN2"	"LINC02016"	"CPB2"	"TMPRSS4"	"HBA2"	"SFTA1P"	"ZIC2"	"LINC02016"	"RPL13AP17"	"NEK2"	"C2CD4A"	"GPA33"	"TNNC1"	"C12orf56"	"FAM83B"	"AC007128.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBA2"	"HBB"	"HBB"	"HOXC13"	0.676785714285714	"CA4"	"ADAMTS8"	"IGSF9"	"RASAL1"	"RASAL1"	"EDNRB"	"SERPINB5"	"TUBB3"	"ATP10B"	"C20orf85"	"AC104984.2"	"HJURP"	"DSG3"	"STRA6"	"AC027288.1"	"AC095050.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZBTB16"	"RS1"	"SCGB1A1"	"CYP24A1"	0.687973484848485	"AC095050.1"	"AC093110.1"	"TMPRSS11E"	"EXO1"	"HBB"	"NPSR1.AS1"	"GNG4"	"SFTPC"	"PRAME"	"VEGFD"	"GPD1"	"COL17A1"	"POU6F2"	"MARCO"	"RSPO1"	"FAM107A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CYP24A1"	"AC093110.1"	"SFTPA1"	"TMPRSS4"	0.676398904052994	"VEGFD"	"LINC00968"	"PTHLH"	"CAV1"	"TNXB"	"TERT"	"B4GALNT4"	"MAGEA4"	"MMP3"	"DSG3"	"OVCH2"	"NETO1"	"AC023301.1"	"ITLN2"	"COL17A1"	"CTHRC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TOP2A"	"FAM189A2"	"COL17A1"	"ZBTB16"	0.669791666666667	"PRX"	"RSPO1"	"TPX2"	"TPX2"	"RRM2"	"ANGPT4"	"C2CD4A"	"FCN3"	"GABRA3"	"LY6D"	"PADI1"	"CYP4Z2P"	"DUSP9"	"FOSB"	"ANKRD1"	"LINC01996"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TFAP2A"	"SPP1"	"SCARA5"	"CHRM1"	0.662709942851789	"SPP1"	"TOP2A"	"F11"	"HBA1"	"HMGA2"	"SLC6A4"	"ZBTB16"	"ITLN2"	"ACADL"	"SPRR2D"	"CEP55"	"ITLN1"	"KRT14"	"TPX2"	"KRT6B"	"MEX3A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBA1"	"LINC00968"	"HHIP"	"MMP10"	0.655961538461538	"TNS4"	"ITLN2"	"BIRC5"	"WIF1"	"HHIP"	"RASAL1"	"FOXE1"	"AC095050.1"	"AGER"	"KRT75"	"MMP1"	"SFTA1P"	"FERMT1"	"NPSR1.AS1"	"BTNL9"	"LGI3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TMPRSS4"	"SERTM1"	"TNS4"	"HBB"	0.655951974484764	"SLC24A2"	"MCEMP1"	"KIF4A"	"CDC20"	"MMP11"	"NMU"	"IL1RAPL2"	"GKN2"	"SCGB3A1"	"SLC5A9"	"MYEOV"	"CCDC141"	"KIF18B"	"CLDN18"	"MARCO"	"KCNA4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F11"	"IGSF9"	"TNXB"	"HBA2"	0.63970501423255	"AC093110.1"	"SCUBE1"	"DLL3"	"SPP1"	"SCGB1A1"	"SERPINB4"	"PBK"	"FEZF1.AS1"	"CD300LG"	"CLEC3B"	"GPA33"	"SPRR2A"	"MAGEA6"	"CYP24A1"	"COL11A1"	"TOP2A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VEGFD"	"EDNRB"	"TMPRSS4"	"CA4"	0.629436413277578	"MARCO"	"SAPCD2"	"FMO2"	"HBA2"	"AURKB"	"ITPKA"	"MMP13"	"ZIC2"	"NPSR1.AS1"	"HTR3C"	"SPRR1B"	"MYBL2"	"TPX2"	"AL590226.1"	"CNTN6"	"FMO2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
