"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"SCGB1A1"	"CLEC3B"	"WIF1"	"SFTPA2"	0.818231162250067	"CLDN18"	"AC093110.1"	"ADRB1"	"CA4"	"CHRNB4"	"NETO1"	"MCEMP1"	"MMP1"	"UBE2T"	"HOXC10"	"SLC6A4"	"INMT"	"LHFPL3.AS2"	"MEX3A"	"PLA2G1B"	"SERTM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HOXC11"	"CD5L"	"BUB1B"	"ADRA1A"	0.813492063492063	"EDNRB"	"LINC02016"	"EPN3"	"EXO1"	"ADRB1"	"AGER"	"LY6D"	"RSPO1"	"FAM189A2"	"CST1"	"PRX"	"ZNF695"	"SFTPD"	"VWA3A"	"KIF14"	"FCN3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ADRB1"	"FHL1"	"TERT"	"HOXC11"	0.81358024691358	"RS1"	"LINC00968"	"COL11A1"	"UBE2C"	"CHRM1"	"MMP1"	"INMT"	"CLIC5"	"DEPDC1B"	"SLC24A2"	"FEZF1.AS1"	"CPB2"	"TERT"	"F11"	"FENDRR"	"DES"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBB3"	"FEZF1.AS1"	"CA4"	"BUB1B"	0.7875	"AC135012.3"	"GPIHBP1"	"MCM10"	"AURKB"	"CA4"	"TTK"	"MEX3A"	"AC095050.1"	"SFTPA2"	"GJB2"	"TPX2"	"CHIAP2"	"LINC01980"	"KRT16"	"F11"	"CLDN18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SFTPA1"	"LINC00511"	"SFTPC"	"AGER"	0.761025965051558	"TNNC1"	"TCF21"	"COL17A1"	"MMP1"	"CBLC"	"F11"	"BIRC5"	"GGTLC1"	"HOXC11"	"CYP4Z2P"	"FAM107A"	"ITLN1"	"MCEMP1"	"HS6ST2"	"GRHL3"	"SLC24A2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ADRA1A"	"HTR3C"	"CHRM1"	"PGC"	0.766975308641975	"SERTM1"	"RSPO1"	"ASPM"	"SFTPD"	"HBA2"	"GAL"	"COL17A1"	"TPX2"	"GTSE1"	"GJB6"	"CYP24A1"	"MYOC"	"LINC00710"	"MFAP4"	"VIPR1"	"CHRM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BUB1B"	"RS1"	"SFTPA2"	"EDNRB"	0.756674294431732	"CAV1"	"KIF14"	"CLDN18"	"TPX2"	"CDC25C"	"SLC24A2"	"C2orf91"	"CDCA5"	"CPB2"	"TUBB3"	"BARX1"	"HOXC11"	"HOXB9"	"CDCA5"	"FCN3"	"TMPRSS11E"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CHRM1"	"IGSF9"	"MMP1"	"SFTPA1"	0.703703703703704	"LINC00968"	"TOP2A"	"PITX1"	"MMP11"	"MMP13"	"FOXD3.AS1"	"FHL1"	"CXCL13"	"SPP1"	"FOXD3.AS1"	"VWA3A"	"CAVIN2"	"GTSE1"	"FAM83B"	"LYPD3"	"EDNRB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBB"	"FAM189A2"	"AGER"	"S100A7"	0.702023477863165	"INMT"	"SLC2A1"	"GAL"	"SFTPC"	"PRX"	"HHIP"	"PGLYRP3"	"UBE2T"	"TMPRSS4"	"RSPO1"	"IL1RL1"	"MCEMP1"	"PITX2"	"CHRNB4"	"AURKB"	"CACNA2D2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"S100A7"	"TUBB3"	"TUBB3"	"CBLC"	0.699293043848988	"RSPO1"	"PRX"	"CD5L"	"C2orf91"	"SFTPA1"	"ABCA12"	"TMEM63C"	"GALNT14"	"CXCL13"	"ATP10B"	"GPM6A"	"CSF3"	"SCGB3A2"	"FAM107A"	"NXPH4"	"ECEL1P2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBLC"	"ANGPT4"	"MMP12"	"ADRB1"	0.691511387163561	"TEDC2"	"CLIC5"	"PPP2R2C"	"TNXB"	"TMPRSS4"	"FABP4"	"ABCA8"	"GJB2"	"PTPRH"	"SPP1"	"S100A7"	"TUBB3"	"IGF2BP3"	"GPIHBP1"	"VEGFD"	"MYOC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZBTB16"	"AC095050.1"	"HOXC13"	"TMPRSS4"	0.692274305555556	"CA4"	"FAM107A"	"GTSE1"	"CDC20"	"GTSE1"	"SEC14L3"	"PEBP4"	"DEPDC1"	"F11"	"CYP4B1"	"TNNC1"	"RRM2"	"AC079160.1"	"TPX2"	"BBOX1.AS1"	"FAM83A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TOP2A"	"LINC01996"	"HBB"	"CYP24A1"	0.683	"FMO2"	"TEDC2"	"UBE2T"	"MYBL2"	"RRM2"	"B4GALNT4"	"FOXD3.AS1"	"GPA33"	"HOXC10"	"PDK4"	"CLEC3B"	"F11"	"CA9"	"CYP24A1"	"ANLN"	"GPIHBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBA2"	"PITX2"	"SCGB1A1"	"ZBTB16"	0.680742307692308	"SAPCD2"	"MMP11"	"PTPRH"	"TMPRSS4"	"HHIP"	"CPB2"	"HHIP"	"HOXC11"	"ITLN1"	"COL17A1"	"FAM83B"	"ADRA1A"	"FABP4"	"IL1RAPL2"	"CA4"	"RS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CYP24A1"	"HBB"	"SFTPA1"	"CHRM1"	0.678889348819551	"FAM189A2"	"TNNC1"	"CPB2"	"CAV1"	"RASAL1"	"LINC01996"	"SYT14"	"KCNA4"	"KCNMB2.AS1"	"AC013457.1"	"MELK"	"GGTLC1"	"ITLN1"	"DUSP9"	"IL36RN"	"AL606469.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TFAP2A"	"MMP11"	"COL17A1"	"MMP10"	0.665281227689892	"FEZF1.AS1"	"ADAMTS8"	"IGSF9"	"CHRM1"	"TNXB"	"IL1RAPL2"	"GPD1"	"C8B"	"LINC01996"	"CTHRC1"	"AC093110.1"	"IGF2BP3"	"AC096531.2"	"TNXB"	"PRAME"	"ADAMTS8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBA1"	"SERTM1"	"SCARA5"	"HOXC13"	0.662596551724138	"SLC24A2"	"FAM189A2"	"TMPRSS11E"	"RASAL1"	"HBB"	"KCNA4"	"S100A7"	"DSG3"	"AC010998.1"	"IGSF9"	"AKR1B15"	"SYT14"	"C20orf85"	"HBA2"	"GAL"	"HHIP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
