"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"NTRK2"	"NDUFB7"	"CLU"	"APOE"	0.674192692677083	"CNBP"	"LAPTM4A"	"NES"	"SLC1A2"	"GRIA2"	"RPS12"	"MARCKS"	"CADM4"	"ENO1"	"SCARNA21"	"GAP43"	"KIF5C"	"SCARNA21"	"EEF1G"	"ATRNL1"	"SNURF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SNAP25"	"SNURF"	"DNM1"	"APOC1"	0.654761904761905	"PCDH9"	"CNBP"	"PEA15"	"CALM1"	"RPL31"	"DPYSL2"	"APOE"	"SYT1"	"HSP90AA1"	"NDRG4"	"NACA"	"SNURF"	"MTCO1P2"	"FOS"	"S100B"	"NGRN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CD74"	"NES"	"SPTAN1"	"FTL"	0.618189134771678	"NDUFB7"	"ANK2"	"ATP1B1"	"RPL17"	"ANK2"	"RN7SL2"	"CHN1"	"MDH1"	"GPX1"	"IFI6"	"SPP1"	"HSPA8"	"TUBB2B"	"RN7SL4P"	"CTSD"	"AKT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBA1B"	"RPL31"	"PSAP"	"MLC1"	0.604951426630435	"PFN1"	"PCDH9"	"GLUL"	"COX4I1"	"RPL10"	"RNY3"	"QKI"	"HSPA1A"	"TMEM144"	"SNORA73B"	"AGT"	"ERMN"	"RNY1"	"RHOA"	"EEF1G"	"RMRP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBA1A"	"ATRNL1"	"HTRA1"	"GRIA2"	0.591825367647059	"RPL38"	"PFN1"	"CSRP1"	"AK5"	"TUBB"	"KLC1"	"TF"	"MOBP"	"NDRG4"	"RPS17"	"RPS29"	"DNM1"	"SOX8"	"KIF5C"	"PRDX5"	"KIF5C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ACTB"	"TRIM2"	"CTSD"	"SOX2"	0.571464817523475	"EEF1A1P5"	"NDUFB7"	"CHI3L1"	"DPYSL2"	"UBC"	"NGRN"	"MEG3"	"RPS7"	"NDUFS5"	"GFAP"	"CLDND1"	"DPYSL3"	"KIF5A"	"EIF4A2"	"PFN1"	"GNAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBB2B"	"SOX2"	"SLC1A2"	"IDS"	0.557692307692308	"CALM2"	"RPL31"	"AGT"	"DNM1"	"PPP3CA"	"SYT1"	"RPL8"	"RPS21"	"RPS11"	"RPL31"	"TMSB4X"	"RNY3"	"HTRA1"	"SCARNA5"	"YWHAZ"	"MATR3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LGALS1"	"UBC"	"TUBA1A"	"SNAP25"	0.552874092587906	"RPL37A"	"RPL38"	"AKT3"	"RTN1"	"PTMS"	"RPL8"	"FTL"	"LAPTM4A"	"UBC"	"OLFM1"	"CRYAB"	"RPL26"	"SCARNA7"	"ZNF483"	"RPS2"	"PWAR5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RPL23"	"EEF1A1P5"	"KIF5A"	"CTSD"	0.551697856451704	"NACA"	"SLC8A1"	"DNAJC19P8"	"TUBA1B"	"PTN"	"HSP90AA1"	"VSNL1"	"RPS12"	"RPL17"	"SLC25A6"	"DNAJC19P8"	"C1QA"	"SKP1"	"ID4"	"S100A6"	"RPS29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RPL10"	"SLC8A1"	"ITM2B"	"TUBA1A"	0.548172094508301	"RPS29"	"RPL37A"	"RPS7"	"RPS15A"	"CALR"	"IGFBP7"	"FTH1"	"TUBA1A"	"TRIM2"	"NEFL"	"CHI3L1"	"GABARAPL1"	"MRFAP1"	"ENC1"	"CHCHD2"	"MRFAP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
