"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"RHOA"	"MTCO1P2"	"GPM6A"	"ACTB"	0.820833333333333	"KLC1"	"MATR3"	"SDC3"	"KIF5C"	"ACTB"	"A2M"	"SCARNA9"	"BCYRN1"	"GAP43"	"PTMA"	"RPL17"	"TMSB4XP8"	"SDC3"	"RNY1"	"SCARNA10"	"RMRP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"QKI"	"CNBP"	"MAP1B"	"YWHAG"	0.808080808080808	"RPL17"	"ZNF483"	"MARCKSL1"	"ANK2"	"NES"	"B2M"	"RTN3"	"STMN1"	"NDRG2"	"SOX2"	"RPL30"	"RPL31"	"TRIM2"	"SCARNA5"	"PPIAP22"	"PWAR5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDS"	"MATR3"	"CAMK2A"	"CLU"	0.8125	"RNY3"	"ATRNL1"	"NDUFS5"	"SNAP25"	"IDS"	"STMN2"	"PRDX5"	"DPYSL2"	"B2M"	"ERMN"	"CHCHD2"	"IGFBP5"	"PMP2"	"OST4"	"GPM6B"	"MATR3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SOX2"	"PTTG1IP"	"TUBB2B"	"SPTAN1"	0.776923076923077	"SNORD3A"	"EEF1G"	"YBX1"	"DYNLL1"	"SOX2"	"CTSD"	"DNAJC19P8"	"B2M"	"SOX2"	"MARCKS"	"QKI"	"FCF1P1"	"HSP90AA1"	"C1QB"	"RHOB"	"RPL37A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIM"	"RPL17"	"TUBB"	"HTRA1"	0.755948295658433	"SNURF"	"PCDH9"	"AK5"	"ATRNL1"	"CHCHD2"	"NSF"	"CAMK2A"	"PGAM1"	"GFAP"	"NDUFB7"	"NAPB"	"RPL41"	"RHOB"	"PSAP"	"SPP1"	"IDS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATP1B2"	"EEF2"	"HSPA1A"	"SLC1A2"	0.745976557357125	"PFN1"	"MTCO1P2"	"PRKACB"	"CAMK2A"	"SPTAN1"	"VIM"	"SNURF"	"CALM2"	"RPL30"	"OLFM1"	"NES"	"HSPA1B"	"RTN1"	"PFN1"	"CALM1"	"RPL38"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NDUFB7"	"LINC00504"	"QKI"	"KIF5A"	0.713297353316327	"AKT3"	"KLC1"	"CNN3"	"NDRG4"	"KIF5C"	"RPLP1"	"RPL10A"	"SOX8"	"YWHAG"	"RPS29"	"RPL41P1"	"DAD1"	"GABARAPL1"	"IGFBP5"	"LGALS1"	"EEF1A1P5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"APOE"	"PCDH9"	"ACTB"	"ITM2B"	0.720588235294118	"NGRN"	"SNURF"	"S100A11"	"NSF"	"PLTP"	"HSPA1A"	"RPL7"	"NDUFS5"	"COX7C"	"NGRN"	"SLC8A1"	"ID4"	"SCD5"	"EEF1A1P5"	"PTMA"	"MTCO1P2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRNP"	"ACTG1"	"EGFR"	"PCDH9"	0.708333333333333	"EEF1G"	"NGRN"	"S100A6"	"SLC1A2"	"EEF2"	"MATR3"	"TMEM144"	"ANXA5"	"RPS7"	"DPYSL2"	"RPL10A"	"RPL7"	"RPS2"	"ZNF483"	"SCARNA13"	"DST"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NDUFS5"	"DNAJC19P8"	"YWHAG"	"ACTG1"	0.675237567132116	"ZNF483"	"RPL17"	"S100A16"	"RPL31"	"GRIA2"	"RN7SL3"	"TUBA1A"	"PPIAP22"	"UBC"	"SNORD17"	"TMSB10"	"MAP1B"	"RPL7A"	"SNORA49"	"CALM2"	"KLC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NTRK2"	"PTPRZ1"	"CLU"	"APOE"	0.674192692677083	"LAPTM4A"	"CDR1"	"BCAN"	"DNM1"	"PFN1"	"IGFBP5"	"CTSD"	"COX8A"	"RPL26"	"RPL10"	"CDR1"	"COX8A"	"SCARNA5"	"SNORD17"	"ID3"	"ZNF483"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SNAP25"	"NGRN"	"DNM1"	"APOC1"	0.654761904761905	"CALM2"	"FCF1P1"	"NES"	"CALM1"	"PPP3CA"	"TMSB4XP8"	"RPL31"	"GNAS"	"TUBB2B"	"RPL17"	"TMSB4XP8"	"CD63"	"MT2A"	"CHCHD2"	"SOX2"	"MALAT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CD74"	"RPL31"	"SPTAN1"	"FTL"	0.618189134771678	"RPL38"	"RNY3"	"TAGLN2"	"GNAS"	"RPL10"	"DNAJC19P8"	"MT2A"	"DAD1"	"MIR3609"	"HSP90AA1"	"AQP1"	"ACTB"	"CHI3L1"	"CRYAB"	"SNURF"	"SNORD3A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBA1B"	"TRIM2"	"PSAP"	"MLC1"	0.604951426630435	"ATRNL1"	"RMRP"	"PEA15"	"RPL17"	"PTN"	"SCARNA7"	"C1QB"	"S100A16"	"STMN1"	"NEFL"	"RPS2"	"HSPA5"	"IDS"	"SPTAN1"	"MARCKSL1"	"NACA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBA1A"	"RNY3"	"HTRA1"	"GRIA2"	0.591825367647059	"RPL37A"	"SNORD3A"	"ATP1B1"	"COX4I1"	"RPL31"	"HSPB1"	"KIF5A"	"PTN"	"NES"	"SNORA73B"	"FCF1P1"	"SPARC"	"RPS11"	"CALR"	"LINC00504"	"AKT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HSPA5"	"SNURF"	"CTSD"	"SOX2"	0.582758067487083	"NDUFB7"	"RPL37A"	"GLUL"	"AK5"	"DYNLL1"	"TUBA1A"	"STMN1"	"PRKACB"	"RPLP2"	"MTURN"	"SCD5"	"A2M"	"SCARNA21"	"CHN1"	"RPL41P1"	"NGRN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ACTB"	"SOX2"	"SLC1A2"	"IDS"	0.571369480939625	"SKP1"	"RPL38"	"CSRP1"	"DPYSL2"	"PTMS"	"TSC22D4"	"COX8A"	"ZNF483"	"CDR1"	"RPL6"	"RPLP0"	"S100B"	"PTTG1IP"	"CALM1"	"BCAN"	"ANK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBB2B"	"ATRNL1"	"TUBA1A"	"SNAP25"	0.555555555555556	"CNBP"	"CNBP"	"CHI3L1"	"RTN1"	"UBC"	"CALM2"	"PEA15"	"PRDX5"	"RPS12"	"MALAT1"	"CKB"	"MIR3609"	"TMSB4X"	"HSP90AA1"	"SNORA73B"	"KIF5A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LGALS1"	"AGT"	"KIF5A"	"CTSD"	0.552690610427086	"RPL31"	"SLC8A1"	"AGT"	"TUBA1B"	"TUBB"	"SLC25A6"	"CHN1"	"VSNL1"	"TSC22D4"	"MATR3"	"C1QA"	"AKT3"	"PTMA"	"RPLP0"	"TUBB"	"SNURF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RPL23"	"ZNF483"	"ITM2B"	"TUBA1A"	0.551598677125884	"NACA"	"CALM2"	"AKT3"	"SYT1"	"CALR"	"ANXA5"	"RPS21"	"ENC1"	"FTH1"	"NDUFS5"	"CNN3"	"HSPB1"	"ACTG1"	"OLFM1"	"NDUFB7"	"RPS15A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
