"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"RHOA"	"RMRP"	"GPM6A"	"ACTB"	0.820833333333333	"LINC00504"	"MTCO1P2"	"SDC3"	"KIF5C"	"ITM2B"	"CADM4"	"NEFL"	"CDR1"	"NDRG2"	"RPL17"	"KLC1"	"RPLP2"	"C1QC"	"FTL"	"S100A6"	"SPTBN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"QKI"	"PTPRZ1"	"MAP1B"	"YWHAG"	0.808080808080808	"TTLL7"	"KLC1"	"MARCKSL1"	"CAMK2A"	"NES"	"PTMS"	"TUBB"	"IGFBP5"	"CNN3"	"TMSB10"	"DNM1"	"PPP3CA"	"RHOA"	"CAMK2A"	"RHOA"	"RPL37A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDS"	"KLC1"	"CAMK2A"	"CLU"	0.8125	"ZNF483"	"SNURF"	"NDUFS5"	"ANK2"	"IDS"	"CAMK2A"	"APOE"	"BCYRN1"	"FTL"	"ACTB"	"ANXA5"	"RPL37A"	"OST4"	"SLC1A2"	"EEF1G"	"RN7SL2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SOX2"	"EEF2"	"TUBB2B"	"SPTAN1"	0.776923076923077	"MATR3"	"NGRN"	"YBX1"	"SNAP25"	"SOX2"	"RNY1"	"SNORD3A"	"QKI"	"RPS11"	"IFITM3"	"PTPRZ1"	"KLC1"	"LAPTM5"	"C1QL1"	"EIF4A2"	"RPS15A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIM"	"LINC00504"	"TUBB"	"HTRA1"	0.755948295658433	"SNURF"	"SNORD3A"	"AK5"	"ATRNL1"	"CHCHD2"	"SCARNA7"	"CALR"	"CLDND1"	"C1QA"	"RPLP1"	"GFAP"	"TMSB4XP8"	"IFITM3"	"SNORD3A"	"RPS12"	"EEF1A1P5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATP1B2"	"CNBP"	"HSPA1A"	"SLC1A2"	0.745976557357125	"KLC1"	"RPL17"	"TTLL7"	"NDRG4"	"SPTAN1"	"TUBA1B"	"PTMS"	"CAMK2A"	"ATRNL1"	"RPL7A"	"RNY1"	"CALM1"	"EIF4A2"	"AGT"	"OLIG1"	"PWAR5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NDUFB7"	"MTCO1P2"	"QKI"	"KIF5A"	0.713297353316327	"RPL41P1"	"TTLL7"	"PRKACB"	"NAP1L1"	"KIF5C"	"PREPL"	"ALDOA"	"EGFR"	"TMSB4X"	"TTLL7"	"EEF1A1P5"	"FTH1"	"SNURF"	"RPS18"	"NDRG4"	"KLC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"APOE"	"PTTG1IP"	"ACTB"	"ITM2B"	0.720588235294118	"EEF1G"	"AKT3"	"CNN3"	"NSF"	"PLTP"	"CD74"	"TMEM144"	"COX8A"	"LAPTM4A"	"GAPDH"	"RPS7"	"CLDND1"	"MTND2P28"	"GPI"	"QKI"	"RMRP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRNP"	"RPL17"	"EGFR"	"PCDH9"	0.708333333333333	"NAP1L1"	"ZNF483"	"S100A11"	"DYNLL1"	"TUBB"	"RPS24"	"SLC25A5"	"RPL34"	"SYT1"	"TIMP1"	"GLUL"	"ENO1"	"DBNDD2"	"NMB"	"SNORD3A"	"NGRN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NDUFS5"	"FCF1P1"	"YWHAG"	"ACTG1"	0.675237567132116	"CDR1"	"ATRNL1"	"S100A6"	"RPL31"	"CALR"	"MALAT1"	"RPS24"	"PTPRZ1"	"RPL13A"	"SCARNA10"	"EEF2"	"CADM4"	"HSPB1"	"RPL23"	"MRFAP1"	"RPL39"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NTRK2"	"SDC3"	"CLU"	"APOE"	0.674192692677083	"ATRNL1"	"NAP1L1"	"S100A16"	"CALM1"	"EEF2"	"CHI3L1"	"PTMA"	"STMN1"	"PLTP"	"TPT1"	"NEFL"	"MOBP"	"DPYSL3"	"SERINC1"	"RPS28P7"	"MEG3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SNAP25"	"NGRN"	"DNM1"	"APOC1"	0.654761904761905	"NDUFB7"	"CDR1"	"BCAN"	"SLC1A2"	"PFN1"	"SNORA73B"	"DAD1"	"RPL39"	"RPS2"	"HSPB1"	"SCARNA21"	"AKT3"	"LGALS1"	"TPT1"	"RN7SL3"	"RPL38"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CD74"	"TUBB"	"SPTAN1"	"FTL"	0.618189134771678	"AKT3"	"LAPTM4A"	"NES"	"DNM1"	"GRIA2"	"AQP1"	"NDUFS5"	"GRIA2"	"CKB"	"KIF5A"	"GABARAPL1"	"DNAJC19P8"	"RPS29"	"YWHAG"	"CLDND1"	"PCDH9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBA1B"	"PCDH9"	"PSAP"	"MLC1"	0.604951426630435	"RPL38"	"CNBP"	"TAGLN2"	"GNAS"	"PTN"	"MT2A"	"RPLP0"	"HES6"	"MDH1"	"YWHAH"	"YBX1"	"RPS21"	"MIR3609"	"ATP6V1F"	"HSPA8"	"CSRP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBA1A"	"RPL31"	"HTRA1"	"GRIA2"	0.591825367647059	"PFN1"	"PCDH9"	"PEA15"	"RPL17"	"PPP3CA"	"GAPDH"	"EEF1A1P5"	"GPM6A"	"SPTAN1"	"SYT1"	"UBC"	"PSAP"	"SPTAN1"	"ANK2"	"ID3"	"NACA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HSPA5"	"ATRNL1"	"CTSD"	"SOX2"	0.582758067487083	"PCDH9"	"PFN1"	"ATP1B1"	"AK5"	"RPL10"	"HSPA5"	"CRYAB"	"AKT3"	"SLC25A6"	"SCD5"	"OLFM1"	"ENC1"	"ENO1"	"FCF1P1"	"EEF2"	"BCYRN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ACTB"	"NES"	"SLC1A2"	"IDS"	0.571369480939625	"RPL37A"	"NDUFB7"	"GLUL"	"DPYSL2"	"DBNDD2"	"VIM"	"RTN3"	"SYT1"	"EEF2"	"TMSB4XP8"	"PSAP"	"SNORA73B"	"MT2A"	"RTN1"	"RPL13A"	"ANK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TUBB2B"	"SNURF"	"TUBA1A"	"SNAP25"	0.555555555555556	"EEF1A1P5"	"EEF1A1P5"	"CSRP1"	"RTN1"	"RPL31"	"MARCKSL1"	"TRIM2"	"RPL41"	"BCYRN1"	"CDR1"	"PRDX5"	"SCARNA9"	"ANXA5"	"PSAP"	"SOX8"	"KIF5C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LGALS1"	"NAP1L1"	"KIF5A"	"CTSD"	0.552690610427086	"ANK2"	"NES"	"CHI3L1"	"COX4I1"	"QKI"	"NSF"	"SPTBN1"	"ATP6V1F"	"CTSD"	"MAP1A"	"HSPA1B"	"PTMS"	"ID4"	"NDUFS5"	"CRYAB"	"SNURF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RPL23"	"RNY3"	"ITM2B"	"TUBA1A"	0.551598677125884	"CALM2"	"ANK2"	"AGT"	"KIF5A"	"NMB"	"SCARNA5"	"BCAS1"	"SCARNA21"	"TUBB"	"YWHAG"	"KIF5A"	"RPL6"	"ANK2"	"CLDND1"	"ID4"	"SKP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
