"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"GABRD"	"ITGAD"	"SCN7A"	"SLC6A19"	0.884615384615385	"TFAP2B"	"RASL11B"	"COL23A1"	"SLC4A1"	"CLCNKB"	"SCNN1B"	"LINC01612"	"GGT6"	"SALL3"	"TMPRSS4"	"SLC22A6"	"CALML3"	"CLCNKB"	"GABRA2"	"TCEAL2"	"LHX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLDN16"	"SFRP1"	"ALDOB"	"HSD11B2"	0.885504201680672	"ADAM18"	"IRX2"	"PTPRN"	"CLCNKB"	"SLC4A1"	"FOXI1"	"LINC01896"	"AC073172.1"	"LINC00955"	"HAPLN1"	"CYP2B6"	"CA10"	"SLC22A8"	"CALCA"	"AC122134.1"	"IRX2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DPEP1"	"AC073172.1"	"LMX1B"	"KCNJ10"	0.879697403486032	"SIGLEC8"	"PVT1"	"SLC9A3"	"GABRA2"	"SCNN1B"	"GGT6"	"PRSS22"	"ERVMER34.1"	"SLC22A6"	"AP005233.2"	"MFSD4A"	"NRK"	"AFM"	"PAPPA2"	"TMPRSS2"	"FABP6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KCNJ1"	"ACOT12"	"SLC5A2"	"CLCNKA"	0.875	"KCNJ1"	"TMEM207"	"SLC12A3"	"NPHS2"	"CLDN16"	"TREM2"	"FER1L6"	"LINC01612"	"TMEM52B"	"HPD"	"NRK"	"HPD"	"AC073172.1"	"LINC02061"	"FABP1"	"GATA3.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC12A3"	"ADAM18"	"SLC6A3"	"COL4A6"	0.866421568627451	"CNTN1"	"MFSD4A"	"MYO3B"	"COL4A6"	"BSND"	"RASL11B"	"LINC01762"	"LINC02061"	"PLPPR5"	"DDN"	"NLRP3P1"	"TNFAIP6"	"WT1"	"SLC9A3"	"SLC7A13"	"KLK6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ERBB4"	"SLC26A7"	"PRDM16"	"SLC22A12"	0.861111111111111	"IRX1"	"KNG1"	"SLC12A1"	"CLDN16"	"ATP6V1B1"	"LINC02437"	"ATP6V1B1"	"LINC02783"	"ANGPTL4"	"AQP6"	"GABRD"	"SLC22A6"	"TNFSF9"	"TNNI1"	"AL391845.2"	"C4orf54"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC22A12"	"F11"	"CDKN2A"	"SLC5A2"	0.845614035087719	"IRX2"	"SFRP1"	"ATP12A"	"CASR"	"HSD11B2"	"SIGLEC8"	"SIGLEC8"	"MFSD4A"	"AC025154.2"	"TCL6"	"ATP6V0A4"	"PIK3C2G"	"ASB15"	"DUSP9"	"SOST"	"HS6ST2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLCNKA"	"SCNN1G"	"KCNJ1"	"CALCA"	0.819230769230769	"TRPV6"	"KCNJ10"	"AFM"	"CLCNKA"	"FREM1"	"MT1G"	"PLPPR1"	"TFCP2L1"	"SCNN1G"	"SDS"	"NDNF"	"MT1G"	"ALB"	"PADI1"	"BRINP3"	"GGT6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EGF"	"AC114803.1"	"GABRA2"	"PLG"	0.812570951386407	"MUC15"	"APOC1"	"GRHL2"	"EGF"	"ERBB4"	"PRDM16"	"LINC00955"	"SOST"	"POU3F4"	"SLC12A3"	"CALML3"	"AC093904.4"	"ACPP"	"TMEM174"	"FAM3B"	"KLK7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC12A1"	"HRG"	"PTGER1"	"LMX1B"	0.75974025974026	"MFSD4A"	"TREM2"	"AQP6"	"PRR35"	"GABRA2"	"SLC7A13"	"ERVE.1"	"COL4A6"	"OLFM4"	"FBN3"	"AC148477.4"	"LINC01874"	"ESRP1"	"HEPACAM2"	"PRR35"	"POU3F4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC5A2"	"SIGLEC8"	"NPHS1"	"UMOD"	0.73343685300207	"ACPP"	"TFAP2B"	"FER1L4"	"ATP6V1B1"	"CALCA"	"LINC02121"	"RHCG"	"CHP2"	"TMEM72"	"INSRR"	"NOS1"	"ATP6V0D2"	"CASR"	"NDNF"	"FXYD4"	"PLA2G4F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRDM16"	"RASL11B"	"BSND"	"AQP2"	0.725198412698413	"DMRT2"	"IL20RB"	"F11"	"KNG1"	"PRDM16"	"AQP2"	"ACOT12"	"FABP7"	"AC010329.1"	"DMRT2"	"DUSP9"	"TMEM174"	"AC093904.4"	"SLC22A6"	"HPD"	"INSRR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTGER1"	"LINC00475"	"CLDN19"	"BSND"	0.72	"LINC02437"	"SLC9A4"	"CHGB"	"DUSP9"	"CLCNKA"	"ASB15"	"GP2"	"BMP7"	"SLC34A1"	"SLC22A8"	"KCNJ1"	"LINC01896"	"CCL18"	"EHF"	"FABP7"	"CDKN2A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BSND"	"CLDN19"	"FREM1"	"WT1"	0.725	"PROM2"	"KCNJ1"	"NOS1"	"HRG"	"CA9"	"TMEM61"	"HMGCS2"	"ACPP"	"ADGRF1"	"SPTBN2"	"AC068631.1"	"RAB25"	"EPN3"	"CDKN2A"	"F11.AS1"	"RASL11B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"L1CAM"	"CHRNA1"	"SCNN1G"	"SLC12A3"	0.675099496736133	"GATA3.AS1"	"HRG"	"TREM2"	"SIM2"	"NPHS2"	"MCCD1"	"CDCA2"	"TNFAIP6"	"CASR"	"LINC01896"	"LINC00462"	"CALCA"	"CDCA2"	"SIM2"	"MOGAT2"	"SIM2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"UMOD"	"TRPV6"	"AQP2"	"ATP6V1B1"	0.665178571428571	"SLC9A4"	"IRX1"	"PVALB"	"CA9"	"ITGAD"	"SLC9A4"	"LUCAT1"	"CLCNKB"	"LMX1B"	"CRHBP"	"MYBL2"	"TCF21"	"FAM151A"	"ALOX15B"	"G6PC"	"PTGER1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLCNKB"	"TCF21"	"SCNN1B"	"NPHS1"	0.66256157635468	"PRDM16.DT"	"SIGLEC8"	"CPNE6"	"ITGAD"	"EGF"	"AC148477.4"	"ALOX15B"	"HTRA4"	"G6PC"	"BMP7"	"GPC5"	"FGF9"	"PNCK"	"POU3F4"	"SLC12A1"	"KCNJ1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
