"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"HSD11B2"	"AC114803.1"	"WNK4"	"SCNN1G"	0.902	"DUSP9"	"IRX2"	"EPN3"	"GP2"	"ATP6V0A4"	"HAPLN1"	"SALL3"	"CDCA2"	"LINC01762"	"ERBB4"	"CHRNA4"	"PTPRQ"	"SPTBN2"	"MT1G"	"CALML3"	"BRINP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLDN16"	"HRG"	"SLC34A1"	"SCNN1B"	0.882352941176471	"IRX2"	"TFAP2B"	"COL23A1"	"SCNN1B"	"WNK4"	"TFAP2B"	"SLC13A3"	"VTCN1"	"MT1H"	"SLC5A2"	"F11"	"KNG1"	"SLC9A2"	"MYEOV"	"ALOX15B"	"KISS1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DPEP1"	"PTGER1"	"G6PC"	"SLC6A19"	0.877667604099979	"UMOD"	"MUC15"	"PTPRN"	"GABRA2"	"SLC12A3"	"C7"	"TEX11"	"AL031726.1"	"SPTBN2"	"DPEP1"	"SLC4A1"	"SLC4A1"	"ACPP"	"NUPR2"	"SLC13A3"	"POU3F4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GABRD"	"OVCH2"	"SCN7A"	"HSD11B2"	0.884615384615385	"RASL11B"	"CDKN2A"	"SLC9A3"	"WNK4"	"COL4A6"	"LINC01543"	"AC073172.1"	"INSRR"	"CASR"	"SALL3"	"LINC01077"	"FRMD7"	"MUC15"	"MAL"	"AL139280.1"	"ELF5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KCNJ1"	"SIGLEC8"	"ALDOB"	"KCNJ10"	0.879251700680272	"GABRD"	"KCNJ10"	"SLC12A3"	"COL4A6"	"BSND"	"FABP7"	"LINC01606"	"HPCAL4"	"SLC6A3"	"LHX1.DT"	"CHRDL1"	"CLDN8"	"SDS"	"KNG1"	"NDUFA4L2"	"AQP2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC12A3"	"LINC01077"	"SLC5A2"	"CLCNKA"	0.865277777777778	"MUC15"	"APOC1"	"MYO3B"	"CLDN16"	"CLDN16"	"PIK3C2G"	"DPEP1"	"TMEM207"	"PLA2G7"	"FAM3B"	"AC010329.1"	"ESRP1"	"GABRA2"	"SPTBN2"	"KISS1R"	"AC010655.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ERBB4"	"SCNN1G"	"SLC6A3"	"COL4A6"	0.860054347826087	"KNG1"	"LINC01077"	"SLC12A1"	"CASR"	"SCNN1B"	"SLC6A19"	"SCNN1G"	"BRINP3"	"PTPRQ"	"TCF21"	"TDGF1"	"ACPP"	"ATP12A"	"UGT3A1"	"ASB15"	"TMEM238L"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC22A12"	"ACPP"	"CDKN2A"	"SLC22A12"	0.849019607843137	"AC023154.1"	"HRG"	"ATP12A"	"NPHS2"	"ATP6V1B1"	"SCN7A"	"CTXN3"	"HMGCS2"	"SLC13A2"	"PTGER1"	"HS3ST2"	"SPTBN2"	"OVCH2"	"SFRP1"	"MUC12"	"AL139280.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLCNKA"	"MST1L"	"KCNJ1"	"SLC5A2"	0.829059829059829	"CASR"	"RASL11B"	"AFM"	"HRG"	"CLCNKB"	"MST1L"	"AC124017.1"	"LINC01077"	"TMEM238L"	"FER1L6"	"SLC30A2"	"FABP6"	"GABRD"	"TRPV5"	"CD70"	"FABP6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EGF"	"SFRP1"	"GABRA2"	"CALCA"	0.812609724634076	"APOC1"	"SIGLEC8"	"GRHL2"	"CLCNKA"	"GABRA2"	"ADAM18"	"MUC15"	"PLPPR5"	"OSTM1.AS1"	"TFCP2L1"	"TCF21"	"OVCH2"	"PCARE"	"SLC13A3"	"PLPPR1"	"HEPACAM2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC12A1"	"CRHBP"	"PTGER1"	"PLG"	0.764285714285714	"TMEM238L"	"TCF21"	"AQP6"	"KNG1"	"SLC4A1"	"SLC12A3"	"TMEM207"	"SLC9A2"	"MAPK4"	"AL049555.1"	"TMEM61"	"LINC01762"	"SCNN1B"	"PLPPR5"	"INSRR"	"AC114803.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTGER1"	"AC073172.1"	"NPHS1"	"UMOD"	0.738095238095238	"SIGLEC8"	"SFRP1"	"F11"	"DUSP9"	"ITGAD"	"CASR"	"FER1L6"	"CRHBP"	"EPN3"	"TMEM238L"	"AC122134.1"	"ELF5"	"POU3F4"	"LHX1"	"CHRNA4"	"SIGLEC8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BSND"	"F11"	"BSND"	"AQP2"	0.743181818181818	"MFSD4A"	"TMEM207"	"TREM2"	"PRR35"	"HSD11B2"	"NPTX2"	"SIGLEC8"	"MAB21L4"	"LINC01230"	"MT1G"	"AC073172.1"	"SLC22A8"	"CALML3"	"AC092078.2"	"CHIT1"	"VGLL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC5A2"	"ITGAD"	"CLDN19"	"BSND"	0.738095238095238	"LINC01077"	"MFSD4A"	"PVALB"	"SIM2"	"CA9"	"DDN"	"GRIK3"	"SLC9A3"	"ERVMER34.1"	"SLC12A1"	"LINC01055"	"NELL1"	"LINC01230"	"CYP4A11"	"CXCL13"	"LINC01187"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"UMOD"	"ADAM18"	"SCNN1G"	"SLC12A3"	0.682291666666667	"AL391845.2"	"PRR35"	"CPNE6"	"ITGAD"	"GABRD"	"CRHBP"	"SLC4A1"	"KLK1"	"KNG1"	"CRHBP"	"PRSS22"	"AC010329.1"	"SIGLEC8"	"ATP6V1G3"	"MST1L"	"L1CAM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"L1CAM"	"LHX1"	"AQP2"	"ATP6V1B1"	0.676699984824234	"TCF21"	"IRX1"	"MYBL2"	"BSND"	"ERBB4"	"GRHL2"	"SLC22A6"	"MAPK4"	"AC011352.3"	"LINC02747"	"LINC00462"	"HRG"	"ITGAD"	"AP005432.2"	"ADGRF1"	"DMRT2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLCNKB"	"UMOD"	"SCNN1B"	"NPHS1"	0.677197802197802	"ADAM18"	"LINC02437"	"BMP7"	"EGF"	"EGF"	"MAL"	"BSND"	"SLC22A7"	"SMIM5"	"TDGF1"	"CALCA"	"FAM3B"	"MST1L"	"GP2"	"AL049555.1"	"TFAP2B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NDUFA4L2"	"SDS"	"UMOD"	"CLDN19"	0.660077628133183	"NPHS1"	"DMRT2"	"BIRC7"	"CLCNKB"	"GP2"	"RAB25"	"TCF21"	"DNAJC5B"	"SCNN1B"	"TNNI1"	"SMIM5"	"PTPRN"	"FXYD4"	"TSPAN8"	"SALL3"	"AC104237.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"G6PC"	"IRX2"	"SLC6A19"	"SLC12A1"	0.654761904761905	"OSTM1.AS1"	"TREM2"	"CHRNA4"	"CA9"	"CLCNKA"	"SFRP1"	"CHRNA4"	"KLRG2"	"FOXI1"	"SERPINA5"	"AC023154.1"	"TREM2"	"SLC13A3"	"PAH"	"GGT6"	"SLC30A2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC34A1"	"MAB21L4"	"HSD11B2"	"G6PC"	0.570228510010434	"IRX1"	"GP2"	"CHRDL1"	"SLC4A1"	"EHF"	"ALB"	"SOX11"	"TMEM155"	"FABP6"	"PTPRN"	"SLC34A1"	"SLC6A3"	"DDN"	"IRX1"	"ERVE.1"	"GABRA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
