"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"BMP5"	"MCF2"	"SLC6A2"	"BMP5"	0.65108725	"DLX2"	"AC084880.1"	"FOLH1"	"AMACR"	"KIF4A"	"RPL7P16"	"DLGAP5"	"SERTM1"	"HSPB3"	"WNT7A"	"MCF2"	"TRGC1"	"CHGB"	"FGL1"	"WNT7A"	"CCN6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EBF2"	"CYP2B7P"	"TBX1"	"RRM2"	0.653090441018418	"SNCG"	"SLIT1"	"NOX4"	"NLRP12"	"ERG"	"KY"	"DLX2"	"ARLNC1"	"EBF2"	"OR51H2P"	"PCAT5"	"SRARP"	"CABS1"	"HMGN2P46"	"PADI3"	"ALOX15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PCSK6"	"HPN"	"ASCL2"	"EBF2"	0.607589110139422	"PCSK6"	"ALDH1L1.AS2"	"CHGB"	"MMP10"	"ASCL2"	"TRGC2"	"HSPB3"	"TRGC2"	"PLA2G4C.AS1"	"SPINK2"	"MORC1"	"CACNA1D"	"KRT222"	"SCGB3A1"	"ZIC5"	"KCNG3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RRM2"	"KY"	"SYT8"	"SLC6A2"	0.616793983686547	"TDRD1"	"AC009119.1"	"KIF4A"	"KIF4A"	"DLX2"	"SLC26A3"	"PCSK9"	"NLRP12"	"PCAT7"	"NIPAL4"	"OR51H2P"	"SLC39A2"	"TRGJP2"	"TRGV9"	"ASCL2"	"LINC01019"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TBX1"	"AL031123.3"	"C4A"	"ASCL2"	0.589285714285714	"CACNA1D"	"AC008555.2"	"SLC26A3"	"ERG"	"MMP10"	"MORC1"	"AC084880.1"	"LINC02492"	"MYH6"	"KCNG3"	"CRISP1"	"LINC02137"	"LEMD1"	"CDO1"	"SDS"	"AL162411.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MMP10"	"APOC1"	"RRM2"	"PCSK6"	0.57277107037037	"KRT222"	"KRT222"	"TDRD1"	"FOLH1"	"NLRP12"	"FGL1"	"LINC02492"	"AQP5"	"LMX1B"	"EMX2OS"	"SPINK2"	"GLYATL1P4"	"AL359314.1"	"AC144450.1"	"CCKBR"	"TRGV9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GSTP1"	"CACNA1D"	"BMP5"	"TBX1"	0.542792714655391	"KRT42P"	"DLX1"	"PLA2G3"	"TDRD1"	"TUBB4A"	"ARHGDIG"	"MYH6"	"SHOX2"	"CDO1"	"CDO1"	"PCAT7"	"HSPB3"	"AC141930.1"	"SRARP"	"ROPN1B"	"DLX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MNX1"	"KRT24"	"DLX1"	"MMP10"	0.54208172455649	"NETO2"	"AMACR"	"MMP9"	"MNX1"	"NR4A3"	"AC104667.2"	"AP006748.1"	"LINGO2"	"DLGAP5"	"OR51A9P"	"TRH"	"CDO1"	"KY"	"MMP9"	"OR51H2P"	"COL10A1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASCL2"	"AP006748.1"	"DLX2"	"GSTP1"	0.515851838348765	"KY"	"DLX2"	"WFDC2"	"KCNG3"	"KRT24"	"KCNG3"	"MATK"	"EDDM3A"	"FAM163A"	"AMACR"	"WFDC2"	"WFDC2"	"PATE1"	"MATK"	"AC004947.1"	"OR51H2P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SERPINA11"	"SERPINA5"	"OTX1"	"MNX1"	0.5	"AC144450.1"	"HOXC6"	"SPINT3"	"EBF2"	"AMACR"	"LINGO2"	"OR51A9P"	"AQP2"	"LINC02005"	"TBX1"	"KRT222"	"TRH"	"NEIL3"	"TRGC2"	"WFDC2"	"LINGO2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SERPINA5"	"APOF"	"MMP10"	"DLX2"	0.5	"APOF"	"AP006748.1"	"MCF2"	"NPY4R"	"MNX1"	"CCL3L3"	"AP004608.1"	"SEMG1"	"SLCO4C1"	"KIF4A"	"MMP10"	"SLC46A2"	"ANXA13"	"SYT8"	"PIK3C2G"	"HOXC4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRT24"	"ALDH1L1.AS2"	"GATA5"	"KRT24"	0.476190476190476	"AC008555.2"	"NLRP12"	"SLC6A2"	"GTSE1"	"NPY4R"	"HMGN2P46"	"EVA1A"	"AL162411.1"	"TDRD1"	"HOXC6"	"SLC45A2"	"TDRD1"	"OR51H2P"	"CLCA2"	"AP006748.1"	"HMGN2P46"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLX2"	"AC245100.2"	"ADAM21"	"SYT8"	0.478672431912577	"PDLIM5"	"NETO2"	"ANXA13"	"LUZP2"	"GTSE1"	"CIDEC"	"SLCO4C1"	"KCNS1"	"TMEM178A"	"CGREF1"	"PHGR1"	"NETO2"	"TMEM238L"	"AC245100.2"	"FOXD1"	"MYH6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KIF4A"	"AC008555.2"	"PCSK6"	"KIF4A"	0.44754347826087	"CABS1"	"PLA2G4C.AS1"	"ADAM2"	"SIM2"	"C4A"	"SRARP"	"SPINT3"	"ZIC2"	"ALOX15"	"MMP9"	"AP002498.1"	"KRT222"	"TNMD"	"GATA5"	"TRGC2"	"ASCL2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SYT8"	"SIM2"	"MNX1"	"ADAM21"	0.419453125	"PLA2G4C.AS1"	"KRT42P"	"FGL1"	"EPHA8"	"LUZP2"	"ALOX15"	"PATE1"	"AC009119.1"	"CACNA1D"	"PHGR1"	"TBX1"	"MCF2"	"SMIM32"	"HS3ST5"	"HS3ST6"	"GLDN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C4A"	"AC084880.1"	"GSTP1"	"C4A"	0.402675	"AL031123.3"	"APOF"	"TUBB4A"	"SERPINA5"	"PHGR1"	"KRT13"	"CYP4F3"	"HOXC6"	"EMX2OS"	"MYH6"	"TMEM178A"	"SERTM1"	"PAX1"	"C10orf99"	"SNCG"	"GAL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ADAM21"	"CCN6"	"KIF4A"	"LEMD1"	0.392628205128205	"KRT24"	"AC139783.1"	"HPN"	"HOXC6"	"FOLH1"	"SERTM1"	"PLA2G3"	"AL031123.3"	"CHGB"	"SPINT3"	"AL359314.1"	"FGL1"	"SCGB3A1"	"ANXA13"	"PHGR1"	"PAX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NLRP12"	"ASPN"	"LEMD1"	"NLRP12"	0.369677469135802	"AC009119.1"	"CGREF1"	"ASPN"	"ASCL2"	"TDRD1"	"AC008555.2"	"AQP5"	"AC144450.1"	"ASCL2"	"LINC01297"	"AL162411.1"	"LINC01671"	"COL10A1"	"KY"	"LINC01475"	"AC008060.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FOLH1"	"LINC00683"	"NLRP12"	"FOLH1"	0.361608810935108	"AQP5"	"CACNA1D"	"NEIL3"	"MMP9"	"GATA5"	"AP002498.1"	"H2BU1"	"NKX2.3"	"KIF4A"	"SYT8"	"AMACR"	"MNX1"	"HMGN2P46"	"SPINT3"	"AC008060.1"	"PDLIM5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTX1"	"AMACR"	"LUZP2"	"OTX1"	0.340277777777778	"MYH6"	"HJURP"	"CCKBR"	"HPN"	"TBX1"	"APOC1"	"HS3ST6"	"AC009244.1"	"ONECUT2"	"GABRA3"	"PCAT14"	"GPX2"	"SEMG1"	"IL21.AS1"	"HOXC4"	"KRT24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
