"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"EBF2"	"LINC02137"	"KRT5"	"BMP5"	0.622476826595679	"DLX1"	"NLRP12"	"CPNE6"	"KRT24"	"ARHGEF38"	"GPR149"	"KCNG3"	"DUOX2"	"AQP5"	"KCNG3"	"SFTPA2"	"PGM5.AS1"	"ELFN1.AS1"	"AC008555.2"	"AC012531.1"	"GLDN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PCSK6"	"SLC45A2"	"BMP5"	"EBF2"	0.607589110139422	"PLAAT5"	"DLX2"	"WFDC2"	"NLRP12"	"WIF1"	"SRMS"	"SULT4A1"	"NPPC"	"PCAT5"	"OR51C1P"	"OR51E2"	"AP000697.1"	"OTX1"	"AL133370.1"	"LINC01509"	"SBSPON"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GSTP1"	"CACNA1D"	"DLX1"	"PCSK6"	0.542355821131783	"LINC00683"	"CA14"	"MCF2"	"FOLH1"	"EBF2"	"CLDN2"	"TRGJP2"	"LRRTM3"	"CXCL13"	"FOLH1"	"CRISP1"	"CCN5"	"KIAA0087"	"KRT222"	"AL162411.1"	"EPHA8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MNX1"	"CA14"	"DLX2"	"GSTP1"	0.535051257309942	"AP006748.1"	"AC141930.1"	"MSLN"	"TUBB4A"	"NLRP12"	"AL133325.3"	"AL133370.1"	"PLA2G2A"	"DNAH5"	"EDDM3A"	"TPO"	"FOLH1"	"CLCA2"	"HSPB3"	"PLA2G2A"	"LINC02492"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SERPINA11"	"AP006748.1"	"OTX1"	"MNX1"	0.5	"AQP5"	"AC026356.2"	"ADAM2"	"EBF2"	"CA14"	"NKX2.3"	"CKM"	"PGM5.AS1"	"PIP"	"CRISP1"	"AL031123.2"	"DLX1"	"PCAT1"	"LUZP2"	"AC144450.1"	"LINGO2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SERPINA5"	"AC026356.1"	"CA14"	"DLX2"	0.5	"SLC45A2"	"GAL"	"TUBB4A"	"KCNF1"	"PTPRT"	"SIM2"	"AC144450.1"	"IGSF1"	"OR51H2P"	"ADAMTS9.AS1"	"CABS1"	"KRT23"	"HPN"	"LIX1"	"CKM"	"HOXC6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNAH5"	"AL031123.3"	"DNAH5"	"DNAH5"	0.503610805670684	"AC144450.1"	"AOX1"	"CKM"	"TDRD1"	"AMACR"	"LY6D"	"PHGR1"	"KRT23"	"CYP4B1"	"TUBB4A"	"OR51A8P"	"SRMS"	"EMX2OS"	"AQP2"	"FAM163A"	"DUOX2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRT24"	"TRGC1"	"B3GAT1"	"KRT24"	0.478260869565217	"PDLIM5"	"HOXC6"	"HPN"	"MNX1"	"SRMS"	"CABS1"	"AC026356.2"	"CRISP1"	"RNF157"	"AMACR"	"HPN"	"GPR149"	"CXCL13"	"LMX1B"	"PMP2"	"RPL7P16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLX2"	"MATK"	"PCSK6"	"B3GNT6"	0.476065283590613	"TDRD1"	"KRT222"	"PON3"	"KRT5"	"KRT24"	"CYP4F22"	"SNCG"	"MFSD2A"	"DLX2"	"CXCL13"	"LINC01671"	"LINC02137"	"LRRTM3"	"NPFFR2"	"KCNG3"	"KCNF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B3GAT1"	"SOSTDC1"	"MNX1"	"B3GAT1"	0.445689142801983	"SOSTDC1"	"LINC01509"	"ELAVL2"	"EPHA8"	"KRT23"	"BMP5"	"AL391335.1"	"AC026356.2"	"CPNE6"	"MCF2"	"SLC45A2"	"LUZP2"	"C10orf99"	"SLC39A2"	"IL21.AS1"	"FFAR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B3GNT6"	"DLX1"	"GSTP1"	"ARHGEF38"	0.436694711538462	"GAL"	"NKX2.3"	"PTGDS"	"TRPM8"	"PHGR1"	"LUZP2"	"CCN5"	"KCNG3"	"TUBB4A"	"LIX1"	"AC144450.1"	"LINC00683"	"HOXC4"	"LINC01019"	"WIF1"	"APOF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ARHGEF38"	"KCNF1"	"NLRP12"	"SFTPA2"	0.423222076474623	"CIDEC"	"AP006748.1"	"KRT23"	"SIM2"	"MNX1"	"HOXC6"	"AC069228.1"	"LINGO2"	"ALOX15"	"GSTP1"	"GSTP1"	"PCAT5"	"KY"	"PPP1R1A"	"CPNE6"	"SMPDL3B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SFTPA2"	"MCF2"	"LUZP2"	"KRT23"	0.391189285714286	"PLBD1.AS1"	"AL031123.2"	"B3GAT1"	"ERG"	"B3GAT1"	"OTX1"	"PNMT"	"GABRA3"	"ABCC4"	"LINC01169"	"SERPINA11"	"CA14"	"AP004608.1"	"RMDN2.AS1"	"HOXC6"	"MATK"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRT23"	"PLAAT5"	"B3GNT6"	"OTX1"	0.371837429115003	"AC104667.2"	"AC144450.1"	"FOLR1"	"B3GAT1"	"KCNS1"	"NPPC"	"TRPM8"	"WIF1"	"SLC22A31"	"SOSTDC1"	"GOLM1"	"FEV"	"CHP2"	"MFSD2A"	"SPINK2"	"GLYATL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
