"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"ADCY8"	"IGSF1"	"MUC21"	"ADCY8"	0.735259143238932	"STAB2"	"DPT"	"TRPC5"	"GDF15"	"DPP4"	"ZNF560"	"UNC5B.AS1"	"CD177"	"AL353746.1"	"CLDN16"	"TIMM8AP1"	"ADCY8"	"MFAP4"	"ADGRF4"	"BMP8A"	"LINC01975"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DPP4"	"GDF15"	"KCNQ3"	"DPP4"	0.727044242876603	"PTCHD4"	"RELN"	"IPCEF1"	"CSF2"	"GDF15"	"CDH4"	"FUT3"	"SLC27A6"	"FOXA2"	"KLK2"	"AC025419.1"	"TMPRSS6"	"PKHD1L1"	"DIO1"	"RYR2"	"GABRB2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC34A2"	"RELN"	"HMGA2"	"DCHS2"	0.662151388888889	"CDH6"	"UNC5B.AS1"	"WSCD2"	"DCHS2"	"DCHS2"	"MISP"	"NOL4"	"RXRG"	"SERPINA1"	"VIT"	"SCEL"	"BRINP2"	"CHRDL1"	"ZMAT4"	"VIT"	"LRP4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TM4SF4"	"LINC01977"	"FN1"	"EPHA10"	0.65	"DPT"	"KCNJ2"	"CACNG4"	"TFF2"	"EPHA10"	"DCSTAMP"	"IVL"	"HMGA2"	"AC092954.1"	"KRT15"	"SLC5A7"	"PCSK1N"	"HAGLROS"	"RELN"	"FAM180B"	"PLA2G12B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EPHA10"	"SEC14L3"	"ADCY8"	"MUC21"	0.633928571428571	"CHRDL1"	"KCNQ3"	"CEACAM6"	"METTL7B"	"TFF3"	"VGLL1"	"SEC14L3"	"SERPINA5"	"AP002358.1"	"UGT2B11"	"ASXL3"	"AC011298.1"	"ADH1B"	"CDH6"	"CWH43"	"DPP4.DT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV4"	"UNC5B.AS1"	"NGEF"	"KCNQ3"	0.586805555555556	"LRP1B"	"PTCHD4"	"TMPRSS11E"	"KCNQ3"	"CSF2"	"CSF2"	"CD177"	"KCTD16"	"IGFBPL1"	"PRSS1"	"IGSF1"	"RYR2"	"GABRB2"	"LCN2"	"KLK10"	"AC026116.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CUX2"	"HAGLROS"	"GRM4"	"GDF15"	0.551176008597884	"ETV4"	"SYNDIG1L"	"CPXM1"	"CDH16"	"ETV4"	"IGSF1"	"CDH4"	"WSCD2"	"PCAT14"	"TBX22"	"NOC2LP1"	"KLK1"	"Z93241.1"	"NECTIN4"	"CST5"	"EPHA5.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GDF15"	"DES"	"CUX2"	"KLK2"	0.545663235294118	"GPC3"	"GABRD"	"MISP"	"NGEF"	"ADCY8"	"KLK1"	"FOXA2"	"KCNA1"	"PTCHD4"	"IGFL2"	"MFAP4"	"HPCAL4"	"HAPLN1"	"CWH43"	"ATP10B"	"FAXC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KLK2"	"OIT3"	"DPP4"	"FOXA2"	0.5380075	"CLDN16"	"CHRDL1"	"SEC14L3"	"TFF1"	"KCNJ2"	"TENM1"	"SLIT1"	"AC148477.2"	"EPHA5.AS1"	"TFF3"	"HCN4"	"AC025419.1"	"INAVA"	"AC141930.1"	"FN1"	"SYT12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MUC21"	"NOC2LP1"	"KCNJ2"	"ETV4"	0.518913306423773	"LINC01977"	"KCNA1"	"PNPLA5"	"MAPK4"	"KCNQ3"	"MAN1A2P1"	"TFF3"	"PKHD1L1"	"SLC5A5"	"KLK10"	"KLK1"	"LINC02560"	"FGF10"	"UGT2B11"	"TFF1"	"SLC5A5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KCNJ2"	"METTL7B"	"TMPRSS6"	"GRM4"	0.513808224411093	"GABRD"	"EPHA10"	"BIRC7"	"IGSF1"	"KLK2"	"RAG2"	"AC135584.1"	"PLEKHN1"	"RXRG"	"TMPRSS11E"	"PKHD1L1"	"AP002358.1"	"STRA6"	"SLC22A31"	"CHRDL1"	"CUX2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FOXA2"	"GABRD"	"LRG1"	"CUX2"	0.46875	"EPHA10"	"LRP4"	"NOL4"	"KCNJ2"	"CDH16"	"PLA2G12B"	"KRT15"	"MAN1A2P1"	"MUC21"	"RPSAP52"	"TM4SF4"	"KLK11"	"BRINP2"	"GRHL3"	"FGF10"	"TFF3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TFF3"	"STAB2"	"METTL7B"	"CSF2"	0.466577540106952	"FGF10"	"TFF3"	"CHRDL1"	"DIO1"	"STAB2"	"ESPN"	"GDF10"	"HAPLN1"	"WARS1P1"	"MT1H"	"UGT2B11"	"PPP1R1B"	"DPP4.DT"	"PROM1"	"LAMB3"	"MRO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GRM4"	"CLDN16"	"FOXA2"	"TFF3"	0.452470813204509	"HAGLROS"	"CDH16"	"PCSK1N"	"PLEKHN1"	"MAPK4"	"ARHGAP36"	"CXCL17"	"FOXA2"	"ODAM"	"EPHA5"	"GABRD"	"DPP4"	"MPPED2.AS1"	"TMEM163"	"RTL4"	"ETV4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LRG1"	"ADGRF2"	"STAB2"	"NGEF"	0.444878472222223	"IPCEF1"	"CLDN16"	"VGLL1"	"ADCY8"	"TFF2"	"ADGRF2"	"CNTN1"	"MRO"	"INAVA"	"CCL21"	"LINC02560"	"TRPC5"	"FAM178B"	"PSG1"	"ETV4"	"METTL7B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KCNQ3"	"KCNA1"	"SEC14L3"	"KCNJ2"	0.43420462962963	"KCNA1"	"NECTIN4"	"OCA2"	"EPHA10"	"METTL7B"	"SLC34A2"	"MFAP4"	"SLC6A14"	"C10orf55"	"ASXL3"	"RPSAP52"	"HNRNPA1P27"	"KIAA1324"	"PRR15"	"TFF2"	"HMGA2.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NGEF"	"IHH"	"DCHS2"	"LRG1"	0.406765909803598	"TFF3"	"DRAXIN"	"SLC5A5"	"KLK2"	"GRM4"	"IHH"	"HPCAL4"	"PAX1"	"SLIT1"	"CDH6"	"CARTPT"	"DPP4.DT"	"KCNA1"	"KLHDC8A"	"ACTBL2"	"TFF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH16"	"FAM178B"	"GDF15"	"CDH16"	0.388888888888889	"OIT3"	"METTL7B"	"PDE4C"	"STAB2"	"MUC21"	"SYT12"	"SLC27A6"	"GDF10"	"EGFEM1P"	"GPR142"	"AL353746.1"	"LRRC52.AS1"	"TMEM215"	"RPS29P11"	"KCTD16"	"AC254633.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"STRA6"	"GPC3"	"KLK2"	"STRA6"	0.390625	"SLC6A15"	"XKRX"	"AGR2"	"STRA6"	"FOXA2"	"ODAM"	"TMEM215"	"INAVA"	"TIMM8AP1"	"CDH16"	"SLC6A20"	"CARTPT"	"NMU"	"TENM1"	"AC135584.1"	"IPCEF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAPK4"	"KLHDC8A"	"INAVA"	"METTL7B"	0.371126436781609	"KLHDC8A"	"AL355312.4"	"PPY"	"FGF10"	"TFF1"	"HPCAL4"	"WARS1P1"	"ATP10B"	"RPS29P11"	"FAM180B"	"PDE4C"	"SLC6A20"	"DCN"	"ACTBL2"	"GPC3"	"SLC6A15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
