"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"RSPO3"	"VIPR1"	"KIFC1"	"OXT"	0.608465608465608	"CLEC4M"	"TROAP"	"KIF4A"	"FAM111B"	"CYP2C8"	"NCAPG"	"KIF18B"	"NEK2"	"CYP2C8"	"SHBG"	"CENPF"	"KCNN2"	"CDKN3"	"GNG4"	"CDH19"	"NDST3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ITLN1"	"CTHRC1"	"CYP2C8"	"RSPO3"	0.552533626784149	"COL15A1"	"NUF2"	"PITPNM3"	"RSPO3"	"UBE2C"	"C7"	"NCAPG"	"HMMR"	"KIF18B"	"KIF4A"	"MT1H"	"CDKN3"	"ZIC5"	"ADH4"	"CYP2A7"	"CLEC4G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NAT2"	"CDKN2B.AS1"	"OXT"	"ANGPTL6"	0.496162505829696	"CTHRC1"	"EBF2"	"ESR1"	"GRIN2B"	"OXT"	"HOXA10"	"B4GALNT2"	"MFSD2A"	"EBF2"	"CHST4"	"FCN2"	"GCGR"	"LPA"	"CXCL14"	"KCNN2"	"CXCL14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC5A1"	"PTH1R"	"ANGPTL6"	"RANBP3L"	0.42901258496732	"APOF"	"STAB2"	"CYP26A1"	"TERT"	"C9"	"SPP2"	"CDKN2A"	"MT1JP"	"ASPM"	"DNASE1L3"	"TRIM71"	"ISX"	"LINC00844"	"CYP2A6"	"HAND2.AS1"	"SYT9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BUB1"	"HAGLR"	"RANBP3L"	"CYP2C8"	0.422829820271476	"GLS2"	"FCN3"	"IGFALS"	"CLEC4G"	"HJURP"	"ISX"	"FAM163B"	"GYS2"	"SKA3"	"UGT1A4"	"UGT1A4"	"IL13RA2"	"MT2P1"	"CWH43"	"HOXD9"	"FCN3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HJURP"	"FXYD1"	"BMP5"	"UBE2C"	0.402760198711063	"CENPF"	"BMPER"	"SLC5A1"	"GDF2"	"PTH1R"	"SLITRK3"	"PRSS8"	"BMPER"	"AVPR1A"	"C7"	"CLEC4G"	"CDH19"	"ASPM"	"TAT"	"FAM83A.AS1"	"KIF4A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SPP2"	"MARCO"	"TTC36"	"C9"	0.369286212878788	"BMPER"	"CLEC1B"	"PVALB"	"OXT"	"CDKN3"	"INMT"	"CXCL14"	"HAMP"	"SLC25A47"	"AC008549.1"	"FAM163B"	"TRIM71"	"IGFALS"	"TRIM71"	"MT1H"	"SFRP5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PCK1"	"NTF3"	"ISX"	"TTC36"	0.35580122787103	"STAB2"	"APOF"	"CDKN3"	"STAB2"	"GPC3"	"UBE2C"	"GNG4"	"CD5L"	"THRSP"	"BCO2"	"GPC3"	"CDC20"	"CYP2B6"	"TROAP"	"BCO2"	"CENPF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BMP5"	"AC010547.2"	"UBE2C"	"ISX"	0.359566798941799	"NEIL3"	"COLEC10"	"SLC10A1"	"CYP26A1"	"HOXA13"	"RANBP3L"	"SPP2"	"SKA1"	"LINC01419"	"TERT"	"FCN3"	"FOSB"	"CYP4A22"	"NAT2"	"KIF4A"	"SLC5A1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TTC36"	"SLC6A19"	"C9"	"TAT"	0.344297252415459	"MARCO"	"KIF4A"	"MYBL2"	"TTC36"	"ITLN1"	"NUF2"	"GPM6A"	"GRIN2B"	"CYP2B6"	"FAM83F"	"GABRD"	"TERT"	"HOXA13"	"PZP"	"ASPG"	"COLEC10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RANBP3L"	"CLEC4G"	"TAT"	"CHST4"	0.334008969907407	"CDK1"	"CDKN3"	"OXT"	"ITLN1"	"BMP5"	"TAT"	"HGFAC"	"COLEC10"	"MT1JP"	"PCK1"	"SKA3"	"PZP"	"BMPER"	"CKAP2L"	"APOF"	"SLCO1B3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CTHRC1"	"E2F7"	"CHST4"	"ITLN1"	0.32330903383269	"FAM83F"	"NEIL3"	"CLEC4M"	"BCO2"	"UGT1A4"	"CDKN2A"	"ADH4"	"ASS1P2"	"CYP2A6"	"TTC36"	"HOXA10"	"HEPACAM"	"NDST3"	"SLC10A1"	"MYBL2"	"CHST4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLCO1B3"	"LINC00885"	"ITLN1"	"BMP5"	0.306081488233501	"CXCL14"	"NCAPG"	"HAMP"	"GYS2"	"DLGAP5"	"MDK"	"FAM72D"	"MYBL2"	"CYP2E1"	"TAT"	"GPR182"	"SLC25A47"	"SLC5A1"	"MT1M"	"KIFC1"	"CLEC1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CYP2E1"	"PVALB"	"BCO2"	"BCO2"	0.305067147227316	"CDKN3"	"FOXM1"	"HOXA13"	"HOXA13"	"CHST4"	"MT1JP"	"SLITRK3"	"TMEM82"	"BUB1B"	"LRCOL1"	"GRIN2B"	"CYP3A4"	"MARCO"	"BIRC5"	"NDST3"	"LINC01419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDK1"	"NEIL3"	"HJURP"	"HOXA10"	0.290881798559058	"HAGLR"	"CCNB2"	"CWH43"	"FOXM1"	"BUB1"	"AKR1D1"	"CDK1"	"DLGAP5"	"FOXM1"	"AC104809.1"	"CNDP1"	"MELK"	"GYS2"	"C3orf85"	"SLITRK3"	"CDKN2B.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HAMP"	"APOF"	"HOXA10"	"SLC5A1"	0.288260125004955	"CDKN2A"	"SKA3"	"NEIL3"	"DEPDC1"	"NAT2"	"LINC02027"	"ASPM"	"SLC7A11"	"FREM2"	"PTH1R"	"MT1G"	"KIF4A"	"GLS2"	"INMT"	"COL15A1"	"E2F8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
