"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"ISX"	"BMPER"	"ANGPTL6"	"CYP2C8"	0.621585039763007	"COLEC10"	"MARCO"	"RAD54L"	"ADRA1A"	"CYP2C8"	"BMPER"	"IQGAP3"	"FOLH1B"	"ZIC5"	"ISX"	"F9"	"HMMR"	"BMPER"	"LINC00844"	"TGM3"	"SMUG1P1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RSPO3"	"ASS1P2"	"TTC36"	"UBE2C"	0.574074074074074	"RDH16"	"CFP"	"BIRC5"	"CDKN3"	"HJURP"	"IGFALS"	"MELK"	"SDS"	"MT1E"	"CD5L"	"CHST4"	"GABRD"	"E2F8"	"CTHRC1"	"UBE2C"	"FCN3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ITLN1"	"EBF2"	"ISX"	"C9"	0.546571033689356	"RSPO3"	"STAB2"	"KIF4A"	"BUB1"	"HOXA13"	"BUB1B"	"FCN2"	"HEPACAM"	"ANLN"	"TINAG"	"HMMR"	"HAO2"	"SKA3"	"ADRA1A"	"SERPINA11"	"CLEC1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NAT2"	"APOF"	"UBE2C"	"TTC36"	0.493858380900329	"CLEC4M"	"OIT3"	"ESR1"	"FAM111B"	"C9"	"TTK"	"FCN3"	"SYT9"	"TOP2A"	"CYP26A1"	"CHRM2"	"ANLN"	"IQGAP3"	"LINC01093"	"HHIP"	"STAB2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC5A1"	"NDC80"	"C9"	"ISX"	0.427492093253968	"BMP10"	"CRHBP"	"CYP26A1"	"CLEC4G"	"PTH1R"	"ADH1C"	"ZIC5"	"FAM83F"	"HAGLR"	"KIF2C"	"NAT2"	"CYP1A1"	"FAM83A.AS1"	"LINC01612"	"MT1X"	"NTF3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BUB1"	"PCDH9.AS2"	"CHST4"	"CHST4"	0.411918082974148	"MELK"	"RSPO3"	"IGFALS"	"STAB2"	"UGT1A4"	"MT1E"	"CLEC1B"	"CHST4"	"SLCO1B3"	"GBA3"	"PVALB"	"CXCL14"	"CFP"	"FXYD1"	"MT1G"	"PVALB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HJURP"	"STAB2"	"ITLN1"	"ITLN1"	0.385279287308674	"NTF3"	"FCN2"	"SLC5A1"	"ITLN1"	"CDKN3"	"FAM180A"	"EBF2"	"ESR1"	"NMRAL2P"	"TGM3"	"GDF2"	"ADRA1A"	"NDST3"	"CENPF"	"MT2P1"	"BMP10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SPP2"	"COL6A6"	"BCO2"	"BCO2"	0.357946680629828	"OIT3"	"PTH1R"	"PVALB"	"GDF2"	"ITLN1"	"CYP2C19"	"SERTM2"	"DTL"	"MT1H"	"GYS2"	"FAM99A"	"CLEC4G"	"HJURP"	"IGF2"	"NEIL3"	"HOXA13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PCK1"	"PVALB"	"HJURP"	"DBH"	0.356546621504838	"BMPER"	"CLEC1B"	"CDKN3"	"HOXA13"	"DBH"	"LINC01612"	"ISX"	"APOF"	"CFHR3"	"SFRP5"	"THRSP"	"CYP26A1"	"HAMP"	"MT1L"	"CDK1"	"COLEC10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TTC36"	"VIPR1"	"HOXA10"	"IGF2"	0.341853983918129	"CTHRC1"	"CLEC4G"	"SLC10A1"	"DBH"	"DLGAP5"	"ASS1P2"	"LINC01702"	"FAM111B"	"TTK"	"SAA2.SAA4"	"ISX"	"CYP1A2"	"PVALB"	"GPR182"	"LINC01612"	"EBF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GNMT"	"BMP10"	"DBH"	"SLC5A1"	0.323565256378697	"PLGLA"	"GDF2"	"MYBL2"	"CYP26A1"	"NAT2"	"CHRM2"	"CDC25C"	"SKA1"	"HOXD9"	"SLCO1B3"	"CTHRC1"	"FXYD1"	"GPR182"	"ZIC2"	"NCAPG"	"MT1F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CTHRC1"	"ASPG"	"SLC5A1"	"HOXA10"	0.322504031569802	"COL15A1"	"CLEC4M"	"F9"	"BCO2"	"BCO2"	"CPLX2"	"SLC22A10"	"KIF2C"	"PBK"	"CYP2A7"	"ITLN1"	"GDF2"	"DEPDC1"	"PVALB"	"LPA"	"COL6A6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLCO1B3"	"COL15A1"	"IGF2"	"HJURP"	0.30599140862897	"FCN3"	"CDK1"	"CLEC4M"	"TTC36"	"IGF2"	"LINC01018"	"NEK2"	"GPR182"	"CYP2C19"	"FAM111B"	"LINC02027"	"BMP10"	"SLC22A1"	"MT1F"	"MT1E"	"FOLH1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CYP2E1"	"PTH1R"	"DLGAP5"	"DLGAP5"	0.304904588342477	"CYP1A2"	"HMMR"	"HAMP"	"NAT2"	"BUB1"	"SLC7A11"	"DTL"	"FCN3"	"HSD17B13"	"HOXA13"	"E2F8"	"GPM6A"	"TINAG"	"FCN2"	"HEPACAM"	"ANGPTL6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDK1"	"LINC02027"	"NAT2"	"CDKN3"	0.290278309350429	"MARCO"	"BIRC5"	"HOXA13"	"GYS2"	"CHST4"	"FAM83A.AS1"	"SAA2.SAA4"	"SAA1"	"DLGAP5"	"ANGPTL6"	"SRD5A2"	"SERTM2"	"FXYD1"	"CDC20"	"HOXA10"	"SYT9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HAMP"	"CXCL14"	"CDKN3"	"NAT2"	0.288207432909782	"CXCL14"	"CDKN3"	"NEIL3"	"DEPDC1"	"CYP26A1"	"LRCOL1"	"ESM1"	"SKA3"	"SPP2"	"C3P1"	"HAGLR"	"MT1M"	"TTK"	"LINC01018"	"PRAME"	"ASS1P2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLC10A1"	"DLGAP5"	"BUB1"	"PTH1R"	0.286919324416101	"CFP"	"CCNB2"	"HGFAC"	"CDK1"	"SLC5A1"	"SRD5A2"	"THBS4"	"ASPM"	"SKA3"	"RDH16"	"MND1"	"CLEC1B"	"SDS"	"KIF4A"	"CDKN3"	"DNASE1L3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GLYAT"	"ESM1"	"PTH1R"	"GLYAT"	0.283472222222222	"CLEC1B"	"SKA3"	"NCAPG"	"NCAPG"	"FAM111B"	"CDC25C"	"SKA3"	"SLITRK3"	"GBA3"	"PCDH9.AS2"	"TROAP"	"MT2P1"	"NMRAL2P"	"ASPG"	"ADH4"	"CTHRC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAA1"	"CYP2C8"	"SPP2"	"CYP26A1"	0.275994575414987	"BCAN"	"EBF2"	"SLCO1B3"	"NEK2"	"GLYAT"	"MFSD2A"	"HAGLR"	"LINC01018"	"ADH4"	"LINC02428"	"CENPF"	"ESM1"	"MUC6"	"SLC5A1"	"ADH1C"	"MT1M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GCGR"	"C14orf180"	"GLYAT"	"BUB1"	0.253109568879539	"CDKN3"	"DEPDC1"	"GYS2"	"CRHBP"	"SPP2"	"TGM3"	"MARCO"	"CYP2B6"	"PCK1"	"AL021328.1"	"HAO2"	"DNASE1L3"	"RDH16"	"CRHBP"	"MUC6"	"CFP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
