"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"MMP3"	"TNXB"	"MYH11"	"MMP1"	0.892381868422548	"LINC01614"	"COL11A1"	"EPN3"	"CKAP2L"	"WIF1"	"SKA1"	"FHL1"	"AC073850.1"	"SSTR1"	"CST4"	"SFTA3"	"MMP1"	"PIGR"	"AL031777.1"	"AGER"	"MMP11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COL1A1"	"MMP13"	"COL1A1"	"HOXC13"	0.869168446227638	"COL11A1"	"CAVIN2"	"COL11A1"	"EXO1"	"HMMR"	"ITLN1"	"CDCA5"	"UBE2T"	"PBK"	"IGSF9"	"HOXC10"	"PDK4"	"AC096531.2"	"LPL"	"CHRDL1"	"LINC02544"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MMP1"	"UHRF1"	"SSTR1"	"COL1A1"	0.867590126691367	"FXYD1"	"IQGAP3"	"MCM10"	"COL11A1"	"COL10A1"	"MME"	"PKMYT1"	"G0S2"	"BUB1B"	"DEPDC1"	"ADAMTS14"	"AC073850.1"	"EPN3"	"HBA2"	"GPX3"	"CST1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HOXC13"	"MME"	"MMP3"	"SPP1"	0.857142857142857	"CTHRC1"	"KIF26B"	"ASPM"	"NEK2"	"MYBL2"	"NDNF"	"HBA2"	"CEP55"	"FNDC1"	"CCDC141"	"HBB"	"FMO2"	"NDNF"	"KIF20A"	"TNXB"	"KLK4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TFAP2A"	"CA4"	"MMP1"	"TFAP2A"	0.806258572416707	"TNXB"	"CLEC3B"	"CLDN18"	"CENPF"	"CKAP2L"	"SCEL"	"FBN2"	"CST2"	"GPR17"	"MMP3"	"FGFBP2"	"HOXC10"	"ADRB2"	"EPN3"	"GTSE1"	"ALKAL2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SPP1"	"TUBB3"	"GTSE1"	"AQP4"	0.802696467139411	"MME"	"ANLN"	"PITX1"	"RRM2"	"TPX2"	"AC096531.2"	"TTK"	"TTK"	"CDC20"	"SCEL"	"ITLN1"	"LINC01561"	"BTNL9"	"CXCL2"	"EXO1"	"KIF26B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYH11"	"COMP"	"COMP"	"MYH11"	0.79382742123194	"CLEC3B"	"FXYD1"	"HMMR"	"CDC25C"	"COL11A1"	"C7"	"NDNF"	"COL11A1"	"ELAVL2"	"SKA1"	"KIAA0408"	"VEGFD"	"SFTA3"	"SFTA2"	"SFTPD"	"CCN4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AQP4"	"MYH11"	"UBE2T"	"SCN7A"	0.757208148379352	"MMP13"	"FHL1"	"PPP2R2C"	"MYBL2"	"HOXC11"	"MYBL2"	"TOP2A"	"TFF1"	"C7"	"NUF2"	"CLEC3B"	"TBX4"	"EXO1"	"MMP13"	"MYH11"	"LINC01614"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SCN7A"	"IBSP"	"HBB"	"HBB"	0.754115226337449	"CAVIN2"	"TOP2A"	"GTSE1"	"UBE2C"	"CDC20"	"CILP2"	"WIF1"	"TPX2"	"HBB"	"BTNL9"	"SLC19A3"	"GPX3"	"IGSF10"	"FBN2"	"ANGPTL7"	"WIF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBB"	"CLEC3B"	"TFAP2A"	"BMP5"	0.748005113526914	"FAM107A"	"NEK2"	"UBE2T"	"CDC20"	"KIF26B"	"HSD17B13"	"MYH11"	"CHRDL1"	"TROAP"	"CDK1"	"SLC24A2"	"AOC3"	"IGSF9"	"KRT4"	"CLDN18"	"LRRC15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"UBE2T"	"COL10A1"	"SPP1"	"GTSE1"	0.711857537431676	"KIF14"	"FMO2"	"NDC80"	"KIF26B"	"RRM2"	"KIF18B"	"TNXB"	"LINC00968"	"CKAP2L"	"HBA2"	"INMT"	"SLC24A2"	"SERTM1"	"CES1"	"CNTD2"	"LINC01705"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BMP5"	"PLAC1"	"ADRB1"	"TPX2"	0.712367045737801	"PLPP4"	"ASPM"	"CXCL2"	"UBE2T"	"COMP"	"SLC34A2"	"PPP2R2C"	"EEF1A2"	"DMBT1"	"GDF10"	"CTHRC1"	"HBA1"	"CST2"	"TOP2A"	"COL10A1"	"MME"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VEGFD"	"BTNL9"	"AQP4"	"VEGFD"	0.697972110936915	"FHL1"	"CKAP2L"	"EPYC"	"BUB1"	"AQP4"	"FOXM1"	"KIAA0408"	"AGER"	"NKX2.1"	"DES"	"SCEL"	"MMP13"	"ACADL"	"GPX3"	"KIF20A"	"ECRG4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TPX2"	"ASPM"	"CNTNAP2"	"FOXM1"	0.690170689503784	"KIF4A"	"NPR1"	"NKAIN1"	"MMP1"	"CDC25C"	"GDF10"	"LINC01614"	"S100P"	"G0S2"	"CLDN18"	"MASP1"	"MARCO"	"ZBTB16"	"ABCA8"	"FMO2"	"CNTD2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FOXM1"	"GRM4"	"CDC25C"	"UBE2T"	0.674439599965836	"UHRF1"	"CENPF"	"IGSF9"	"NPR1"	"COL1A1"	"DMBT1"	"HOXC.AS3"	"LGI3"	"CLDN18"	"LINC00968"	"WIF1"	"CDC25C"	"SCARA5"	"FNDC1"	"SERTM1"	"CAVIN2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"COMP"	"MASP1"	"TPX2"	"CLDN5"	0.668147025766858	"ATP1A2"	"KIF14"	"TPX2"	"GTSE1"	"NPR1"	"RBP4"	"ATP1A2"	"HOTAIR"	"SLC34A2"	"SFTPC"	"C7"	"SSTR1"	"LHFPL3.AS2"	"UBE2T"	"MMP11"	"CA4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GTSE1"	"CCN4"	"BMP5"	"COMP"	0.657107424689407	"COMP"	"BUB1"	"BIRC5"	"KIF4A"	"SPP1"	"PCLAF"	"SPDEF"	"WIF1"	"SFTA2"	"TFF1"	"GRM4"	"LINC01614"	"SLC34A2"	"TPX2"	"SLC34A2"	"MYH11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CLDN5"	"SCARA5"	"ADRA1A"	"MYBL2"	0.65194390313734	"ASPM"	"KIF4A"	"KIF4A"	"COL10A1"	"HBB"	"CEP55"	"LINC01705"	"CTHRC1"	"PARAL1"	"CR381670.1"	"CYP4A11"	"C7"	"CLEC3B"	"HOTAIR"	"OR2B6"	"EPYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYBL2"	"CTHRC1"	"SFTPA2"	"ADRB1"	0.640087539836064	"CST1"	"RRM2"	"FMO2"	"MYH11"	"EXO1"	"SERTM1"	"DEPDC1B"	"HSD17B13"	"PRAME"	"CILP2"	"AC073850.1"	"IGSF9"	"TROAP"	"SLC34A2"	"KLK4"	"TNXB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MMP11"	"MMP1"	"KRT4"	"SFTA3"	0.627970068292813	"CLDN5"	"SCARA5"	"PGC"	"TNXB"	"CENPF"	"MMP1"	"COL11A1"	"LINC01705"	"MMP3"	"PLPP4"	"G0S2"	"SFTPA2"	"MYOC"	"MYOC"	"BMP3"	"ADAMTS14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
