"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"LRRN4CL"	"BTNL9"	"ADAM33"	"RBP4"	0.011800393603407	"ATP1A2"	"SCARA5"	"GAL"	"BTNL9"	"MMP1"	"ANKRD1"	"AC008663.1"	"AC008663.1"	"CYP4F8"	"SLC7A5P1"	"C6"	"H3C7"	"ACKR1"	"ADH1C"	"ALDH1L1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CYP21A2"
"ITM2A"	"MMP13"	"TTK"	"MUC5AC"	0.0109021447661566	"NAT1"	"CDC20"	"PPP2R2C"	"BIRC5"	"H4C5"	"TMEM100"	"AR"	"UBE2C"	"CYP4F12"	"AQP7"	"TFAP2B"	"GAPDHP35"	"MEX3A"	"KIF12"	"RIMS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC008663.1"
"GPIHBP1"	"TPTE2P2"	"HJURP"	"MMP13"	0.0106730020411758	"KIF2C"	"COL11A1"	"GTSE1"	"MMRN1"	"CFD"	"AVPR2"	"GPIHBP1"	"CST4"	"ACTL8"	"MTCO2P12"	"TRHDE.AS1"	"SCGB2A2"	"KIF12"	"SMIM25"	"SOCS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NAT1"
"CDCA5"	"PGM5"	"FABP4"	"S100A8"	0.0100676560264512	"CDC20"	"SKA1"	"ITM2A"	"TTK"	"BTNL9"	"GAPDHP65"	"MEX3A"	"GAPDHP65"	"H4C14"	"KIF18A"	"AL031777.1"	"KIF4A"	"AC005077.4"	"ESR1"	"ECRG4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SOWAHA"
"TNMD"	"PIGR"	"CHRDL1"	"H4C14"	0.00973981769938866	"CENPE"	"RRM2"	"EPYC"	"SOX11"	"CCL18"	"AL157387.1"	"H2AC12"	"HNRNPUP1"	"TMEM100"	"HAPLN1"	"F7"	"CYP4B1"	"AC004947.1"	"ROS1"	"MFAP4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"STK19B"
"GPD1"	"EPYC"	"CAVIN2"	"TFF1"	0.00904321474866168	"DEPDC1"	"ASPM"	"AURKA"	"ASPM"	"ITIH5"	"MMP13"	"SELP"	"CENPA"	"TRHDE.AS1"	"CCL14"	"CCNO"	"INMT"	"STXBP5L"	"MELK"	"TFF3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FABP4"
"JCHAIN"	"RRM2"	"SOX11"	"FABP4"	0.00900791228717678	"UBE2C"	"POLQ"	"BIRC5"	"H4C14"	"SOX11"	"IL33"	"MAPT"	"SCGB3A2"	"MMP13"	"LINC00634"	"CCL21"	"GTSE1"	"TRHDE.AS1"	"MEX3A"	"IL33"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AQP7"
"PLAC9"	"GDF10"	"BTNL9"	"H4C5"	0.00898427433500087	"ASPM"	"GDF10"	"KIF4A"	"DEPDC1"	"MMRN1"	"AC112777.1"	"AQP7"	"RAB6C.AS1"	"MSLN"	"SKA1"	"AL157387.1"	"KIF18A"	"ATP1A2"	"AC090125.1"	"FAM72C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01705"
"CENPE"	"AC093642.2"	"ADH1B"	"ECRG4"	0.00860994617569958	"HJURP"	"BIRC5"	"ORC6"	"CCL18"	"SCARA5"	"CCL21"	"NXPH1"	"ADH1C"	"IL33"	"POLQ"	"MELK"	"LINC01096"	"C1QTNF7"	"SPDEF"	"KIF12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"COL11A1"
"KIF2C"	"H1.12P"	"ITIH5"	"FOXA2"	0.00819751558701568	"GDF10"	"AURKB"	"ESR1"	"MMP1"	"UBE2C"	"CCNE1"	"LINC00634"	"H4C5"	"ABCA13"	"CYP21A2"	"ADH1C"	"AR"	"KIF2C"	"CLSPN"	"APOBEC3B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TNMD"
"MEOX2"	"ASPM"	"GPD1"	"RRM2"	0.00804407198636871	"TTK"	"AP001528.2"	"CLSPN"	"GPIHBP1"	"H4C14"	"TREM1"	"PIMREG"	"ECRG4"	"OGN"	"TUBB3"	"LINC00993"	"ACKR1"	"MAPT.AS1"	"CCNO"	"SOWAHA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MMP13"
